sentence,entity_pairs,actual_labels,llm_responses,complete_responses,extracted_labels
Life Insurance Corporation of India (LIC) has lowest rejection ratio (1.10%) in 2013-14 followed by private insurers like HDFC Life (4.70% rejection ratio) and ICICI Pru (4.98%).,"('HDFC Life', 'life insurance')",product_or_material_produced,"The relationship that best fits life insurance 'RELATIONSHIP' HDFC Life for this sentence is ""private insurer"".","ModelResponse(id='8e8cde133cdfdb9e-LAX', created=1732655450, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits life insurance \'RELATIONSHIP\' HDFC Life for this sentence is ""private insurer"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=261, total_tokens=286, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",NO-REL
The move from Air India draws parallel to similar procedure by the Indian Railways which in 2007 had reduced the number of unions from 34 to two.,"('Indian Railways', 'India')",owned_by,"The relationship that best fits India 'RELATIONSHIP' Indian Railways for this sentence is ""operator"".","ModelResponse(id='8e8cde19adc8db9e-LAX', created=1732655451, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits India \'RELATIONSHIP\' Indian Railways for this sentence is ""operator"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=233, total_tokens=255, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",operator
The move from Air India draws parallel to similar procedure by the Indian Railways which in 2007 had reduced the number of unions from 34 to two.,"('Indian Railways', 'India')",location_of_formation,"The relationship that best fits India 'RELATIONSHIP' Indian Railways for this sentence is ""operator"".","ModelResponse(id='8e8cde201eeadb9e-LAX', created=1732655452, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits India \'RELATIONSHIP\' Indian Railways for this sentence is ""operator"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=233, total_tokens=255, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",operator
"Apple, the European Union and Spotify were not immediately available for comment outside regular U.S. business hours.","('Available', 'Spotify')",distributed_by,"The relationship that best fits Spotify 'RELATIONSHIP' Available for this sentence is ""not immediately available for comment outside regular U.S. business hours.""","ModelResponse(id='8e8cde271942db9e-LAX', created=1732655453, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Spotify \'RELATIONSHIP\' Available for this sentence is ""not immediately available for comment outside regular U.S. business hours.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=214, total_tokens=246, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",NO-REL
"Focusing on the European project, they reiterate various suggestions that have been put forward mainly in France, including the institution of a Eurozone Finance Minister, an open and accountable Eurogroup, and a Euro Parliament.","('Eurozone', 'euro')",currency,The relationship that best fits euro 'RELATIONSHIP' Eurozone for this sentence is currency.,"ModelResponse(id='8e8cde2ecb2bdb9e-LAX', created=1732655454, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""The relationship that best fits euro 'RELATIONSHIP' Eurozone for this sentence is currency."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=238, total_tokens=258, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",currency
DUBLIN — Irish flag carrier Aer Lingus shareholders have cleared the way for a takeover by International Airline Group.,"('Aer Lingus', 'Dublin')",location_of_formation,headquarters location,"ModelResponse(id='8e8cde33e983db9e-LAX', created=1732655455, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='headquarters location', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=223, total_tokens=227, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",headquarters_location
"Fiat Chrysler Labor Contract in Doubt: Workers at several of Fiat Chrysler Automobiles factories have rejected a proposed labor contract, indicating the Italian-U.S. auto maker is having a tough time selling a four-year deal that raises wages but falls short of expectations.","('Chrysler', 'Fiat Chrysler Automobiles')",owned_by,"The relationship that best fits Fiat Chrysler Automobiles 'RELATIONSHIP' Chrysler for this sentence is ""parent organization.""","ModelResponse(id='8e8cde361c2bdb9e-LAX', created=1732655455, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Fiat Chrysler Automobiles \'RELATIONSHIP\' Chrysler for this sentence is ""parent organization.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=255, total_tokens=279, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
"Berlin is also unhappy about Greece's annual budget targets being scaled back, Bild said.","('Bild', 'Berlin')",headquarters_location,director/manager,"ModelResponse(id='8e8cde3c3c51db9e-LAX', created=1732655456, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='director/manager', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=214, total_tokens=218, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",NO-REL
So is there any way to provide a framework for the standup company costs as you stand Upjohn within Mylan/Viatris and also the Pfizer transition service agreement costs.,"('Upjohn', 'company')",legal_form,"The relationship that best fits the company 'RELATIONSHIP' Upjohn for this sentence is ""parent organization"".","ModelResponse(id='8e8cde3e5f31db9e-LAX', created=1732655457, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits the company \'RELATIONSHIP\' Upjohn for this sentence is ""parent organization"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=232, total_tokens=255, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
"""As we move forward, we will continue to closely monitor the impact of the economic downturn on the company and if necessary, take further actions on our cost structure, including additional job eliminations,"" Microsoft chief executive Steve Ballmer said in an e-mail to employees on Tuesday.","('Steve Ballmer', 'Microsoft')",employer,chief executive officer,"ModelResponse(id='8e8cde44d84edb9e-LAX', created=1732655458, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='chief executive officer', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=253, total_tokens=257, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
"""As we move forward, we will continue to closely monitor the impact of the economic downturn on the company and if necessary, take further actions on our cost structure, including additional job eliminations,"" Microsoft chief executive Steve Ballmer said in an e-mail to employees on Tuesday.","('Steve Ballmer', 'Microsoft')",owner_of,chief executive officer,"ModelResponse(id='8e8cde471b91db9e-LAX', created=1732655458, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='chief executive officer', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=253, total_tokens=257, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
"But Badri, indicating confidence in the outlook, was quoted by Russia's Interfax news agency as saying the market could accommodate extra oil from Iran as demand increased - echoing the view of Gulf Opec members.","('Interfax', 'news agency')",product_or_material_produced,"The relationship that best fits the news agency 'RELATIONSHIP' Interfax for this sentence is ""original broadcaster"". In the given sentence, Interfax is the news agency that originally reported the statement made by Badri.","ModelResponse(id='8e8cde492e3cdb9e-LAX', created=1732655458, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits the news agency \'RELATIONSHIP\' Interfax for this sentence is ""original broadcaster"". In the given sentence, Interfax is the news agency that originally reported the statement made by Badri.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=241, total_tokens=287, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",original_broadcaster
"DALLAS (July 23, 2015) (GLOBE NEWSWIRE) -- MoneyGram (NASDAQ:MGI), a global provider of innovative money transfer services, warns customers to stay alert for imposter scams in which fraudsters posing as federal agents or other government officials demand money in return for not pursuing or pressing criminal charges related to taxes, traffic tickets or other unpaid debts.","('MoneyGram', 'Dallas')",headquarters_location,headquarters location,"ModelResponse(id='8e8cde53fc99db9e-LAX', created=1732655460, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='headquarters location', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=278, total_tokens=282, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",headquarters_location
"RSA Insurance Group plc (“the Company”) announces that Martin Scicluna, Chairman of the Company, is a Non-Executive Director and Chairman of the Audit Committee of Worldpay Group plc, which with effect from 16 October 2015 has been admitted to the Official List and to trading on the London Stock Exchange.","('WorldPay', 'London')",headquarters_location,headquarters location,"ModelResponse(id='8e8cde567fa6db9e-LAX', created=1732655460, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='headquarters location', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=266, total_tokens=270, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",headquarters_location
"Since Microsoft has launched Windows 10 as a ‘service’ and not a product, it is worthwhile to look at the new features and usability of this OS.","('Windows 10', 'Microsoft')",developer,developer,"ModelResponse(id='8e8cde58daa7db9e-LAX', created=1732655461, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='developer', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=235, total_tokens=237, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",developer
"Big Tobacco The fund, which owns about 50 stocks, counts three tobacco companies as its biggest holdings: Reynolds American, Philip Morris and Altria Group.","('Altria', 'tobacco')",product_or_material_produced,"The relationship that best fits tobacco 'RELATIONSHIP' Altria for this sentence is ""manufacturer"".","ModelResponse(id='8e8cde5a9cd3db9e-LAX', created=1732655461, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits tobacco \'RELATIONSHIP\' Altria for this sentence is ""manufacturer"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=227, total_tokens=248, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",manufacturer
Walmart invested in China’s online grocery store Yihaodian,"('grocery', 'Walmart')",operator,"Walmart has the relationship of ""investor"" to grocery in the given sentence.","ModelResponse(id='8e8cde605d3cdb9e-LAX', created=1732655462, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='Walmart has the relationship of ""investor"" to grocery in the given sentence.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=18, prompt_tokens=207, total_tokens=225, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",NO-REL
Shoppers Stop: Shoppers Shop shares will be in focus as the fashion retailer has entered into an exclusive strategic partnership with E-commerce major Snapdeal to create the Shoppers Stop experience in the digital marketplace through a flagship Shoppers Stop store on Snapdeal.,"('Snapdeal', 'e-commerce')",industry,"The relationship that best fits e-commerce 'RELATIONSHIP' Snapdeal for this sentence is ""platform"".","ModelResponse(id='8e8cde64fae4db9e-LAX', created=1732655463, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits e-commerce \'RELATIONSHIP\' Snapdeal for this sentence is ""platform"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=253, total_tokens=276, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",platform
"The deal would allow the heirs of patriarch Lee Kun-hee, who remains hospitalised since a May 2014 heart attack, to consolidate stakes in affiliates like smartphone maker Samsung Electronics Co Ltd and keep control of the group.","('Samsung', 'electronics')",product_or_material_produced,product or material produced,"ModelResponse(id='8e8cde6ada8adb9e-LAX', created=1732655464, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='product or material produced', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=5, prompt_tokens=239, total_tokens=244, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",product_or_material_produced
He previously held various management roles at aQuantive (acquired by Microsoft in 2007) and served as a consultant with Bain & Company.,"('aQuantive', 'Microsoft')",parent_organization,Microsoft 'RELATIONSHIP' aQuantive: owned by,"ModelResponse(id='8e8cde6d4d5bdb9e-LAX', created=1732655464, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""Microsoft 'RELATIONSHIP' aQuantive: owned by"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=13, prompt_tokens=229, total_tokens=242, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
Let's shortly look at the bridge from Uniper numbers to Fortum numbers.,"('Uniper', 'Fortum')",owned_by,"The relationship that best fits Fortum 'RELATIONSHIP' Uniper for this sentence is ""parent organization"".","ModelResponse(id='8e8cde7129e6db9e-LAX', created=1732655465, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Fortum \'RELATIONSHIP\' Uniper for this sentence is ""parent organization"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=215, total_tokens=238, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
Let's shortly look at the bridge from Uniper numbers to Fortum numbers.,"('Fortum', 'Uniper')",owner_of,"Uniper and Fortum are both energy companies, and the sentence suggests that there is a connection between their financial numbers. Based on the given categories, the relationship that best fits Uniper 'RELATIONSHIP' Fortum in this context is ""industry.""","ModelResponse(id='8e8cde77698adb9e-LAX', created=1732655466, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='Uniper and Fortum are both energy companies, and the sentence suggests that there is a connection between their financial numbers. Based on the given categories, the relationship that best fits Uniper \'RELATIONSHIP\' Fortum in this context is ""industry.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=215, total_tokens=267, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",industry
"So if we still have Rupert, then just before you leave, I wanted to ask you, given you are coming in from the outside and Bristol has a vast array of next-generation immuno-oncology targets, both internally discovered as well as brought into the company through business developments, and there’s bempeg IL-2, there’s IL-8, there’s CCR2, CCR5, various couple of CTLA-4 modifications.","('ARRAY', 'company')",legal_form,"The relationship that best fits the company 'RELATIONSHIP' ARRAY for this sentence is ""product or material produced"".","ModelResponse(id='8e8cde832c38db9e-LAX', created=1732655468, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits the company \'RELATIONSHIP\' ARRAY for this sentence is ""product or material produced"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=287, total_tokens=311, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",product_or_material_produced
LVMH said its flagship Hennessy cognac brand had returned to organic growth in the second quarter as strong business in the United States helped make up for continued weakness in China.,"('LVMH', 'Hennessy')",owner_of,Hennessy 'brand' LVMH,"ModelResponse(id='8e8cde89eda3db9e-LAX', created=1732655469, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""Hennessy 'brand' LVMH"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=9, prompt_tokens=238, total_tokens=247, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",brand
"Prices are seen on replica Statues of Liberty figures in a shop window in New York City, in this November … WASHINGTON, (Reuters) - U.S. consumer prices rose slightly in July as gasoline and food prices increased","('Liberty', 'gasoline')",product_or_material_produced,"The relationship that best fits gasoline 'RELATIONSHIP' Liberty for this sentence is ""product or material produced"".","ModelResponse(id='8e8cde8e3bdadb9e-LAX', created=1732655469, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits gasoline \'RELATIONSHIP\' Liberty for this sentence is ""product or material produced"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=240, total_tokens=263, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",product_or_material_produced
Hard-disk drive maker Western Digital Corp will buy SanDisk Corp in a $19 billion that will greatly increase its ability to make flash memory storage chips used in smartphones and tablets.,"('SanDisk', 'Western Digital')",owned_by,"The relationship that best fits Western Digital 'RELATIONSHIP' SanDisk for this sentence is ""owned by"".","ModelResponse(id='8e8cde948c2fdb9e-LAX', created=1732655470, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Western Digital \'RELATIONSHIP\' SanDisk for this sentence is ""owned by"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=235, total_tokens=258, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
Hard-disk drive maker Western Digital Corp will buy SanDisk Corp in a $19 billion that will greatly increase its ability to make flash memory storage chips used in smartphones and tablets.,"('Western Digital', 'SanDisk')",owner_of,SanDisk 'RELATIONSHIP' Western Digital: acquired by,"ModelResponse(id='8e8cde9a5b22db9e-LAX', created=1732655471, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""SanDisk 'RELATIONSHIP' Western Digital: acquired by"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=13, prompt_tokens=235, total_tokens=248, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
Hard-disk drive maker Western Digital Corp will buy SanDisk Corp in a $19 billion that will greatly increase its ability to make flash memory storage chips used in smartphones and tablets.,"('SanDisk', 'Western Digital')",parent_organization,"The relationship that best fits Western Digital 'RELATIONSHIP' SanDisk for this sentence is ""owned by"".","ModelResponse(id='8e8cde9ec8a6db9e-LAX', created=1732655472, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Western Digital \'RELATIONSHIP\' SanDisk for this sentence is ""owned by"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=235, total_tokens=258, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
Hard-disk drive maker Western Digital Corp will buy SanDisk Corp in a $19 billion that will greatly increase its ability to make flash memory storage chips used in smartphones and tablets.,"('Western Digital', 'SanDisk')",subsidiary,SanDisk 'RELATIONSHIP' Western Digital: acquired by,"ModelResponse(id='8e8cdea45838db9e-LAX', created=1732655473, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""SanDisk 'RELATIONSHIP' Western Digital: acquired by"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=13, prompt_tokens=235, total_tokens=248, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
Nintendo CEO Satoru Iwata dies of cancer at 55 By Harumi Ozawa | AFP – 1 hour 1 minute ago View Photo,"('Nintendo', 'Satoru Iwata')",chief_executive_officer,chief executive officer,"ModelResponse(id='8e8cdea86db7db9e-LAX', created=1732655474, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='chief executive officer', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=242, total_tokens=246, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
"In March, Nintendo announced an alliance with Japanese mobile game company DeNA Co. to develop games for mobile devices.","('Nintendo', 'DeNA')",owner_of,DeNA 'RELATIONSHIP' Nintendo: alliance,"ModelResponse(id='8e8cdeaae980db9e-LAX', created=1732655474, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""DeNA 'RELATIONSHIP' Nintendo: alliance"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=11, prompt_tokens=218, total_tokens=229, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
"The agreement, signed at a meeting held in Tunis under the chairmanship of Minister of Transport Mahmoud Ben Romdhane, in the presence of the Director of Congo's Air Transport, the CEO of Tunisair and the Director General of Civil Aviation, also establishes a bilateral co-operation programme in the technical fields, training and exchange of expertise.","('Tunisair', 'Tunis')",headquarters_location,"The relationship that best fits Tunis 'RELATIONSHIP' Tunisair for this sentence is ""headquarters location"".","ModelResponse(id='8e8cdeae4e03db9e-LAX', created=1732655474, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Tunis \'RELATIONSHIP\' Tunisair for this sentence is ""headquarters location"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=266, total_tokens=289, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",headquarters_location
"The agreement, signed at a meeting held in Tunis under the chairmanship of Minister of Transport Mahmoud Ben Romdhane, in the presence of the Director of Congo's Air Transport, the CEO of Tunisair and the Director General of Civil Aviation, also establishes a bilateral co-operation programme in the technical fields, training and exchange of expertise.","('Tunisair', 'Tunis')",location_of_formation,"The relationship that best fits Tunis 'RELATIONSHIP' Tunisair for this sentence is ""headquarters location"".","ModelResponse(id='8e8cdeb3edffdb9e-LAX', created=1732655475, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship that best fits Tunis \'RELATIONSHIP\' Tunisair for this sentence is ""headquarters location"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=266, total_tokens=289, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",headquarters_location
"And I think, the Spotify product and content mix is getting better by the day and over time that gives us confidence that we should have ability to be a significant player in subscription and have pricing power, as well going forward.","('Product', 'Spotify')",distributed_by,product or material produced,"ModelResponse(id='8e8cdeba4ea8db9e-LAX', created=1732655476, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='product or material produced', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=5, prompt_tokens=237, total_tokens=242, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",product_or_material_produced
"Role models ""By celebrating these 100 women and recognising their achievements, we are helping to create role models that will inspire and give confidence to the next generation of influencers to come,"" Westpac chief executive Brian Hartzer said.","('Brian Hartzer', 'Westpac')",employer,chief executive officer,"ModelResponse(id='8e8cdebcda31db9e-LAX', created=1732655477, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='chief executive officer', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=248, total_tokens=252, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
"Great Lakes NeuroTech Secures $1.9M for Closed-Loop Programming of Deep Brain Stimulation in... -- CLEVELAND, Sept. 21, 2015 /PRNewswire/ -- Great Lakes NeuroTech Secures $1.9M for Closed-Loop Programming of Deep Brain Stimulation in Parkinson's with Wearable Sensors CLEVELAND , Sept. 21, 2015 /PRNewswire/ -- Great Lakes NeuroTechnologies (GLNT) , announced they have received $1.9M from the National Institutes of Health to improve the efficacy of deep brain stimulation (DBS) programming for Parkinson's disease (PD) and minimize time required by a clinician to optimize settings.","('Great Lakes NeuroTechnologies', 'Cleveland')",headquarters_location,headquarters location,"ModelResponse(id='8e8cdec0bf9edb9e-LAX', created=1732655477, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='headquarters location', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=358, total_tokens=362, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",headquarters_location
"His remarks came as divided eurozone ministers halted ""very difficult"" talks on the Greek bailout deal Saturday, with just a day left before a final deadline for an agreement to stop Athens crashing out of the 19-country euro area.","('Eurozone', 'euro')",currency,The relationship that best fits euro 'RELATIONSHIP' Eurozone for this sentence is currency.,"ModelResponse(id='8e8cdec3eb56db9e-LAX', created=1732655478, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""The relationship that best fits euro 'RELATIONSHIP' Eurozone for this sentence is currency."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=244, total_tokens=264, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",currency
"Leveraging designs and technologies used on our Orion program, Lockheed Martin will produce the crew ascent element, the vehicle which will transport astronauts from the lunar surface to begin their journey back to earth.","('Lockheed Martin', 'Orion')",product_or_material_produced,manufacturer,"ModelResponse(id='8e8cdec99bc6db9e-LAX', created=1732655479, model='together_ai/deepseek-ai/deepseek-llm-67b-chat', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='manufacturer', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=239, total_tokens=241, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",manufacturer
