texts,llm_responses,actual_labels,complete_responses
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",2,2,2
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",1,1,1
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",1,0,1
The report will be emailed within 2 business days of an order .,1,2,1
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",2,1,2
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",1,0,1
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",2,2,2
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,1,0,1
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,2,2,2
Incap Furniture is presently negotiating staff cuts .,1,1,1
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",2,1,2
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",1,2,1
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",1,0,1
"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",1,2,1
"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",1,2,1
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",2,1,2
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,2,2,2
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -庐 Copyright of Globes Publisher Itonut 1983 Ltd. 2009",0,2,0
Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,2,2,2
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,2,2,2
The solution will be installed in the USA to support the North American operations of the customer .,1,2,1
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",1,2,1
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",2,0,2
This will bring cost savings of about EUR 3mn a year .,1,0,1
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",1,2,1
"According to L+帽nnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",1,2,1
"More than 14,000 customers were left powerless .",2,1,2
"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",2,2,2
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",1,2,1
In 2005 Cargotec 's net sales exceeded EUR 2.3 billion .,1,2,1
"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",1,2,1
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1,2,1
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,2,2,2
"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",2,2,2
"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .",2,2,2
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",1,2,1
Applying for summer work is seen as laborious and stressful .,2,1,2
"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",1,2,1
"The company 's profit totaled Ls 134,700 .",0,2,0
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",1,0,1
Raute is listed on the Nordic exchange in Helsinki .,1,2,1
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,2,1,2
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,2,1,2
The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,1,2,1
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",2,1,2
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",2,2,2
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",1,2,1
Uponor improved its performance in spite of the decrease in residential construction in the US .,2,0,2
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",1,0,1
"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",2,2,2
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,1,2,1
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",2,2,2
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,2,2,2
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,2,2,2
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",2,2,2
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,2,1,2
The company continued the development of a fully human antibody in its VAP-1 antibody program .,1,2,1
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",2,2,2
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",1,0,1
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,2,2,2
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",1,0,1
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",2,1,2
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,2,2,2
Net profit fell by almost half to +茅 5.5 million from +茅 9.4 million at the end of 2007 .,2,1,2
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,1,0,1
The total need for staff cuts corresponds to about 300 man-years .,2,1,2
"Nordstjernan will make the offer in approximately one month , in September 2007 .",1,2,1
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",1,2,1
"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",1,0,1
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,1,0,1
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,2,2,2
4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,1,2,1
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",2,2,2
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1,0,1
Electricity consumption grows with higher frequencies .,1,2,1
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,2,1,2
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",2,2,2
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",2,2,2
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",2,2,2
The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,1,0,1
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",1,2,1
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",1,2,1
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,2,1,2
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",1,2,1
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",2,1,2
"ISMS does not disclose its financial results , the daily said .",2,2,2
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,1,0,1
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1,2,1
Some of the lay-offs will be implemented using part-time employment contracts .,2,2,2
The company says it is difficult to estimate the market situation for the whole year 2009 .,2,2,2
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",2,1,2
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",2,1,2
The revenues of the business reached NOK 12 million for 2008 .,1,2,1
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,2,1,2
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",2,0,2
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",2,2,2
"The staff reduction will start immediately , Glaston added .",1,1,1
The idea of saving electricity in data transfer is still a new one .,2,2,2
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2,0,2
"The most loyal customers were found in the Bank of +脿land , with an index of 8.0 .",2,0,2
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",2,2,2
Europe needs 17 new large paper machines .,1,2,1
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",1,2,1
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",1,2,1
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",2,2,2
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",1,2,1
"+拢lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +拢lo P+帽rnits , chairman of the supervisory board of +拢lemiste City and Mainor .",2,2,2
"Also , a six-year historic analysis is provided for these markets .",2,2,2
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,1,0,1
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",2,1,2
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",2,0,2
"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",1,0,1
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,1,0,1
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",2,2,2
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,2,0,2
"Tyrv+帽inen is of the opinion that the airline has been repeating this for some time already , however .",2,2,2
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",1,2,1
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,1,2,1
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",1,2,1
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",1,2,1
The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,2,2,2
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",1,0,1
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,2,2,2
The other deal is for process cranes to the Russian steel mill PNTZ in Pervorouralsky through an order placed by Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS .,2,2,2
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",2,2,2
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",1,2,1
The fine print is here .,2,2,2
"However , the broker gave an `` outperform '' recommendation on the stock .",1,0,1
` Nordic infrastructure construction is one of our strategic growth areas .,1,2,1
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",2,1,2
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",2,2,2
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",2,2,2
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",2,0,2
Each year the dividend is deducted from the subscription price .,1,2,1
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,1,0,1
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,2,2,2
"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",1,2,1
It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,2,2,2
The number of bodily injury cases quadrupled in 2000-2006 .,2,1,2
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,2,2,2
The company then said it will focus its resources on clinical research .,2,2,2
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",2,1,2
As a result some 20 persons will no longer be needed .,2,1,2
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,1,1,1
Philips was not available to comment on the report .,2,2,2
The contract includes heating plant equipment and associated installation work .,1,2,1
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",1,2,1
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,2,2,2
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",1,0,1
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",1,1,1
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",2,2,2
Currently the quarterly applied surcharges differ significantly from the actual market prices .,2,2,2
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,2,0,2
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",1,0,1
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,1,2,1
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,2,2,2
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",2,2,2
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,1,0,1
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,2,0,2
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+帽liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",2,2,2
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",2,2,2
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",2,0,2
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",1,2,1
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",2,2,2
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",2,2,2
The acquisition is expected to take place by the end of August 2007 .,1,2,1
The results will enable the preparation of a conceptual plant design and capital estimates .,1,2,1
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",2,2,2
Finnish food industry companies are interested in the opportunities provided by Ukraine .,1,2,1
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",1,0,1
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,1,2,1
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",2,1,2
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,1,2,1
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",2,2,2
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",2,0,2
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",1,0,1
Sales fell abroad but increased in Finland .,2,2,2
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,1,1,1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",2,1,2
"FinancialWire tm is a fully independent , proprietary news wire service .",0,2,0
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",2,2,2
Pohjola could increase its stake to 45 % in 2013 .,1,2,1
It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,2,2,2
The value of the order is USD 2.2 mn .,1,2,1
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",1,0,1
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",1,2,1
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",2,1,2
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",1,2,1
No changes in media activity were seen in October compared with September .,2,2,2
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",1,2,1
Operating profit rose to 22.1 mln eur from 19.9 mln .,1,0,1
HK Ruokatalo 's target is to know the consumers .,1,2,1
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",1,0,1
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",1,0,1
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",1,0,1
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,1,2,1
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,1,0,1
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",1,2,1
Radiation and today is a full service house expert in radiation and nuclear safety issues .,1,2,1
Uponor maintains its full-year guidance for 2010 .,1,2,1
Rental of building equipment accounted for 88 percent of the operating income .,1,2,1
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,2,2,2
"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",2,2,2
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",2,2,2
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",1,2,1
Each share is entitled to one vote .,1,2,1
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",1,0,1
The EUR17m contract includes both design and construction works .,1,2,1
Cash Flow from Operations for the most recent quarter also reached a eight year low .,2,1,2
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1,2,1
"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",1,2,1
"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",1,2,1
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,1,2,1
Finnish media group Talentum has issued a profit warning .,1,1,1
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",1,0,1
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",2,2,2
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",2,0,2
"Department store sales improved by 14 % to EUR 1,070.6 mn .",1,0,1
The changes in readership were not significant .,0,2,0
BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,1,2,1
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",1,0,1
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",1,0,1
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",1,0,1
