documents,llm_responses,actual_labels,complete_responses,extracted_labels
"I topped up my account and even though it was confirmed at first, the money isn't there anymore! why did this happen, and where did my money go?","The sentence ""I topped up my account and even though it was confirmed at first, the money isn't there anymore! why did this happen, and where did my money go?"" belongs to the category: 'top_up_failed'.

This category is a subset of the broader category 'top_up' which includes all intents related",61,"id='8cda8d6c3ae6728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101327 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=14777365484751727000, finish_reason=<FinishReason.Length: 'length'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I topped up my account and even though it was confirmed at first, the money isn\'t there anymore! why did this happen, and where did my money go?"" belongs to the category: \'top_up_failed\'.\n\nThis category is a subset of the broader category \'top_up\' which includes all intents related', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=573, completion_tokens=64, total_tokens=637)",59
"I believe my money did not go through with my top up, was there a problem on your end?","The sentence ""I believe my money did not go through with my top up, was there a problem on your end?"" belongs to the category of 'top_up_failed'.",61,"id='8cda8d71d819728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101328 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=8004748759576630000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I believe my money did not go through with my top up, was there a problem on your end?"" belongs to the category of \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=561, completion_tokens=35, total_tokens=596)",59
"My top-up was reverted, why did this happen?","The sentence ""My top-up was reverted, why did this happen?"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8d758b49728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101328 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=12261898878957265000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""My top-up was reverted, why did this happen?"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=26, total_tokens=577)",61
I put money into my account for the minimum balance but the application didn't accept.,"The sentence ""I put money into my account for the minimum balance but the application didn't accept"" belongs to the category: 'balance_not_updated_after_bank_transfer'.",61,"id='8cda8d795ec5728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101329 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=12628358630587826000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I put money into my account for the minimum balance but the application didn\'t accept"" belongs to the category: \'balance_not_updated_after_bank_transfer\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=557, completion_tokens=34, total_tokens=591)",5
Can you tell me if my top-up has been cancelled?,"The sentence ""Can you tell me if my top-up has been cancelled?"" belongs to the category of 'top_up_failed' or 'top_up_reverted'.",61,"id='8cda8d7e1afb728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101330 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=2773849502891320300, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Can you tell me if my top-up has been cancelled?"" belongs to the category of \'top_up_failed\' or \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=552, completion_tokens=33, total_tokens=585)",59
I got topped up but the application reverted it.,"The sentence ""I got topped up but the application reverted it"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8d844f76728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101330 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=15219225427053806000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I got topped up but the application reverted it"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=550, completion_tokens=25, total_tokens=575)",61
Why would my top up be cancelled?,"The sentence ""Why would my top up be cancelled?"" belongs to the category of 'top_up_failed'.",61,"id='8cda8d86b9b8728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101331 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=11951721873129966000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Why would my top up be cancelled?"" belongs to the category of \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=22, total_tokens=570)",59
There appears to have been a reversion in my top up,"The sentence ""There appears to have been a reversion in my top up"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8d8c7ec8728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101332 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=2905675381697014300, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""There appears to have been a reversion in my top up"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=552, completion_tokens=28, total_tokens=580)",61
The application reverted my top-up.,"The sentence ""The application reverted my top-up"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8d8f296d728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101333 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=5380547966552287000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""The application reverted my top-up"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=22, total_tokens=569)",61
I think my top-up was cancelled.,"The sentence ""I think my top-up was cancelled"" belongs to the category: 'top_up_failed'.",61,"id='8cda8d964814728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101333 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=15511586429829364000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I think my top-up was cancelled"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=22, total_tokens=570)",59
I believed crypto top up with something you offered. This does not seem to be working. The money has been removed from my account though so what's going on?,"Based on the given list of intents and the provided sentence, I would categorize it under the following categories:

1. **top_up_failed**: The sentence mentions that the money has been removed from the account, indicating a failed top-up transaction.
2. **verify_source_of_funds**: The sentence implies that the user",61,"id='8cda8d99eb37728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101334 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=4743068625407566000, finish_reason=<FinishReason.Length: 'length'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='Based on the given list of intents and the provided sentence, I would categorize it under the following categories:\n\n1. **top_up_failed**: The sentence mentions that the money has been removed from the account, indicating a failed top-up transaction.\n2. **verify_source_of_funds**: The sentence implies that the user', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=573, completion_tokens=64, total_tokens=637)",59
I topped up but the app reverted it,"The sentence ""I topped up but the app reverted it"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8d9edfd0728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101335 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=10753576806562845000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I topped up but the app reverted it"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=24, total_tokens=572)",61
I went to top up and it is no longer there.  Was it sent back?,"The sentence ""I went to top up and it is no longer there.  Was it sent back?"" belongs to the category of 'top_up_failed'.",61,"id='8cda8da0e9db728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101335 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=7536893180151239000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I went to top up and it is no longer there.  Was it sent back?"" belongs to the category of \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=558, completion_tokens=32, total_tokens=590)",59
What happened to my top-up?,"The sentence ""What happened to my top-up?"" belongs to the category of 'top_up_failed'.",61,"id='8cda8da50dfc728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101336 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=9504105687443902000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""What happened to my top-up?"" belongs to the category of \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=21, total_tokens=568)",59
Can you tell me why my top up was reverted?,"The sentence ""Can you tell me why my top up was reverted?"" belongs to the category 'top_up_reverted'.",61,"id='8cda8da78816728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101336 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=4590346999589684000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Can you tell me why my top up was reverted?"" belongs to the category \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=25, total_tokens=576)",61
For what reason would a top up be reverted and returned to my account?,"The sentence ""For what reason would a top up be reverted and returned to my account?"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8da9aa32728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101336 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=3480720510427839000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""For what reason would a top up be reverted and returned to my account?"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=555, completion_tokens=30, total_tokens=585)",61
"When I topped up, the app reverted my funds.","The sentence ""When I topped up, the app reverted my funds"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8dac1cdf728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101337 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=14478188000136434000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""When I topped up, the app reverted my funds"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=26, total_tokens=577)",61
What happened to where my top-up was canceled?,"The sentence ""What happened to where my top-up was canceled?"" belongs to the category of 'top_up_failed'.",61,"id='8cda8dae6ff9728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101337 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=2263489646776614000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""What happened to where my top-up was canceled?"" belongs to the category of \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=550, completion_tokens=24, total_tokens=574)",59
I tryed to make a top-up with cryptocurrency but the payment was referted.,"The sentence ""I tried to make a top-up with cryptocurrency but the payment was referred"" belongs to the category: 'top_up_failed'.",61,"id='8cda8db06a90728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101338 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=9949693507465038000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I tried to make a top-up with cryptocurrency but the payment was referred"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=558, completion_tokens=29, total_tokens=587)",59
The app reverted my top off.,"The sentence ""The app reverted my top off"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8db3ddc3728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101338 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=6324734059655353000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""The app reverted my top off"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=22, total_tokens=569)",61
The app reverted my action when I topped up.,"The sentence ""The app reverted my action when I topped up"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8db5ef6d728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101338 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=898732615634383700, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""The app reverted my action when I topped up"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=550, completion_tokens=25, total_tokens=575)",61
Was my top up reversed?,"The sentence ""Was my top up reversed?"" belongs to the category 'top_up_reverted'.",61,"id='8cda8db889ab728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101339 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=7587228872162097000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Was my top up reversed?"" belongs to the category \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=546, completion_tokens=20, total_tokens=566)",61
"I see my top-up was canceled, but why?","The sentence ""I see my top-up was canceled, but why?"" belongs to the category: 'top_up_failed'.",61,"id='8cda8dbaabaf728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101340 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=17936069385188061000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I see my top-up was canceled, but why?"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=25, total_tokens=576)",59
Do you know if my top-up has been cancelled?,"The sentence ""Do you know if my top-up has been cancelled?"" belongs to the category: 'top_up_failed' or 'top_up_reverted' or 'top_up_by_card_charge' or 'top_up_by_bank_transfer_charge' or 'top_up_by_cash_or_cheque' or 'top_up_limits'",61,"id='8cda8dc10890728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101340 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=11760576872877380000, finish_reason=<FinishReason.Length: 'length'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Do you know if my top-up has been cancelled?"" belongs to the category: \'top_up_failed\' or \'top_up_reverted\' or \'top_up_by_card_charge\' or \'top_up_by_bank_transfer_charge\' or \'top_up_by_cash_or_cheque\' or \'top_up_limits\'', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=64, total_tokens=615)",59
has my top-up has been cancelled,"The sentence ""has my top-up has been cancelled"" belongs to the category: 'top_up_failed'.",61,"id='8cda8dc46b70728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101341 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=652689033316380500, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""has my top-up has been cancelled"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=22, total_tokens=569)",59
My top-up was revoked.,"The sentence ""My top-up was revoked"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8dc68d13728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101341 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=16752028733823111000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""My top-up was revoked"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=546, completion_tokens=21, total_tokens=567)",61
Causes of top-up cancellation,"The sentence ""Causes of top-up cancellation"" belongs to the category: **top_up_reverted**",61,"id='8cda8dc97f70728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101341 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=7548563735390480000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Causes of top-up cancellation"" belongs to the category: **top_up_reverted**', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=545, completion_tokens=22, total_tokens=567)",61
The app reverted what I topped up.,"The sentence ""The app reverted what I topped up"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8dcba9f0728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101342 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=16091000454407315000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""The app reverted what I topped up"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=23, total_tokens=571)",61
Has my top up been reverted?,"The sentence ""Has my top up been reverted?"" belongs to the category: 'top_up_reverted'.",61,"id='8cda8dce5cba728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101342 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=8910620313217934000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Has my top up been reverted?"" belongs to the category: \'top_up_reverted\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=22, total_tokens=569)",61
Im very upset as my top-up was canceled and I have no idea why.,"The sentence ""Im very upset as my top-up was canceled and I have no idea why"" belongs to the category: 'top_up_failed'.",61,"id='8cda8dd07ea6728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101343 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=11969454740130912000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Im very upset as my top-up was canceled and I have no idea why"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=556, completion_tokens=30, total_tokens=586)",59
My top-up has been cancelled.,"The sentence ""My top-up has been cancelled"" belongs to the category: 'top_up_failed'.",61,"id='8cda8dd3f9ea728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101344 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=9088590103529348000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""My top-up has been cancelled"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=21, total_tokens=568)",59
On my last transaction it seem that my top-up was not successful.,"The sentence ""On my last transaction it seem that my top-up was not successful"" belongs to the category: 'top_up_failed'.",61,"id='8cda8dd96ef1728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101344 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=14844231181274694000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""On my last transaction it seem that my top-up was not successful"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=554, completion_tokens=28, total_tokens=582)",59
I'd like to know why my top-up was canceled please.,"The sentence ""I'd like to know why my top-up was canceled please"" belongs to the category: 'top_up_failed'.",61,"id='8cda8ddc5935728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101345 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=14153819267668775000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I\'d like to know why my top-up was canceled please"" belongs to the category: \'top_up_failed\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=553, completion_tokens=27, total_tokens=580)",59
I tried making an update to my balance using cheque just yesterday but it doesn't appear to have worked. Should this not be a faster process? I need you to please check over my account because something has went wrong.,The given sentence belongs to the category: 'balance_not_updated_after_cheque_or_cash_deposit'.,6,"id='8cda8de09d71728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101346 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=3900239011321868000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content=""The given sentence belongs to the category: 'balance_not_updated_after_cheque_or_cash_deposit'."", tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=584, completion_tokens=20, total_tokens=604)",6
How come I don't see my deposit in my account yet?,"The sentence ""How come I don't see my deposit in my account yet?"" belongs to the category of 'balance_not_updated_after_bank_transfer'.",6,"id='8cda8de6db48728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101346 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=17063369561999088000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""How come I don\'t see my deposit in my account yet?"" belongs to the category of \'balance_not_updated_after_bank_transfer\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=553, completion_tokens=30, total_tokens=583)",5
Is there a reason why my account isn't updating because I used a check to  balance my account?,"The sentence ""Is there a reason why my account isn't updating because I used a check to balance my account?"" belongs to the category: 'balance_not_updated_after_cheque_or_cash_deposit'.",6,"id='8cda8de93d59728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101347 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=12460777788499622000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Is there a reason why my account isn\'t updating because I used a check to balance my account?"" belongs to the category: \'balance_not_updated_after_cheque_or_cash_deposit\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=561, completion_tokens=40, total_tokens=601)",6
"I don't know why the deposit I made a week ago still hasn't showed up, I really need the money now.","The sentence ""I don't know why the deposit I made a week ago still hasn't showed up, I really need the money now"" belongs to the category: 'balance_not_updated_after_bank_transfer'.",6,"id='8cda8deb9f56728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101347 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=10903419721976527000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I don\'t know why the deposit I made a week ago still hasn\'t showed up, I really need the money now"" belongs to the category: \'balance_not_updated_after_bank_transfer\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=565, completion_tokens=42, total_tokens=607)",5
I made a cash deposit almost a week ago but it's still not there!! please sort this out asap I need the money,"The sentence ""I made a cash deposit almost a week ago but it's still not there!! please sort this out asap I need the money"" belongs to the category: 'balance_not_updated_after_cheque_or_cash_deposit'.",6,"id='8cda8deeda0e728d-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728101348 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=16489821380598202000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I made a cash deposit almost a week ago but it\'s still not there!! please sort this out asap I need the money"" belongs to the category: \'balance_not_updated_after_cheque_or_cash_deposit\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=566, completion_tokens=47, total_tokens=613)",6
