prompt,answer,book_name,chapter_number,chapter_name
"32. Which of these describe finding one’s self acting in a fashion that is inconsistent with their attitudes and experiencing tension and attempting to reduce this tension and return to a state of cognitive consistency?

A: Cognitive dissonance
B: Fundamental attribution error
C: Halo effect
D: Perceptual selectivity
E: Self-serving bias",A: Cognitive dissonance,Organizational Behavior,3,
"33. The relative strength of an individual’s identification with an involvement in an organization is represented by organizational __________.

A: structure
B: commitment
C: satisfaction
D: involvement
E: consistency",D: involvement,Organizational Behavior,3,
"34. A dimension of job satisfaction is found in which of the following?

A: Co-workers
B: Supervision
C: Pay
D: All of the above
E: None of the above",D: All of the above,Organizational Behavior,3,
"35. ________ refers to the extent to which a person is interested in and committed to assigned tasks.

A: Job involvement
B: Organizational commitment
C: Job satisfaction
D: Organizational involvement
E: Job consistency",A: Job involvement,Organizational Behavior,3,
"36. ________ represents the relative strength of an individual’s identification with and involvement in an organization.

A: Job involvement
B: Organizational commitment
C: Job satisfaction
D: Team involvement
E: Job consistency",B: Organizational commitment,Organizational Behavior,3,
"37. ________ represents a pleasurable or positive emotional state resulting from the appraisal of one’s job or job experience.

A: Job involvement
B: Organizational commitment
C: Job satisfaction
D: Team involvement
E: Job consistency",C: Job satisfaction,Organizational Behavior,3,
"1. According to the evolution of HR work, the administrative work of HR personnel, such as the terms and conditions of work, delivery of HR services, and regulatory compliance were the focus of which of the following?

A: Wave 1
B: Wave 2
C: Wave 3
D: Wave 4
E: Wave 5",A: Wave 1,Organizational Behavior,17,
"2. According to the evolution of HR work, ______ focused on the design of innovative HR practice areas such as compensation, learning, communication, and sourcing.

A: Wave 1
B: Wave 2
C: Wave 3
D: Wave 4
E: Wave 5",B: Wave 2,Organizational Behavior,17,
"3. According to the evolution of HR work, the integration of HR strategy with the overall business strategy has been the focus of which of the following?

A: Wave 1
B: Wave 2
C: Wave 3
D: Wave 4
E: Wave 5",C: Wave 3,Organizational Behavior,17,
"4. According to the evolution of HR work, in _____, HR continues to be a partner to the business, but has also become a competitive practice for responding to external business conditions.

A: Wave 1
B: Wave 2
C: Wave 3
D: Wave 4
E: Wave 5",D: Wave 4,Organizational Behavior,17,
"5. At BAC Toys, employees go through hiring and onboarding, to performance management and talent development, all the way through to transitions such as job change and promotion, to retirement and exit. This is called ______.

A: war for talent
B: talent review calibration process
C: succession planning
D: 360 assessment
E: employee life cycle",E: employee life cycle,Organizational Behavior,17,
"6. The skills, knowledge, and experience of an individual or group and its value to an organization refers to _____.

A: war for talent
B: human capital
C: succession planning
D: 360 assessment
E: employee life cycle",B: human capital,Organizational Behavior,17,
"7. Human resource management includes the leadership and facilitation of all the following key life cycle process areas EXCEPT:

A: Employee selection, hiring, and onboarding
B: Compensation rewards and benefits
C: Financial management and compliance
D: Talent development and succession planning
E: Performance management",C: Financial management and compliance,Organizational Behavior,17,
"8. Human resources compliance is an area that traces back to the very origin of the human resources function—to

A: integration of HR strategy with the overall business strategy.
B: administrative and regulatory functions.
C: be a partner to the business.
D: become a competitive practice for responding to external business conditions.
E: financial management and compliance.",B: administrative and regulatory functions.,Organizational Behavior,17,
"9. When Suzanne wanted to learn about the law that protects individuals who are 40 years of age or older from employment discrimination based on age, she should read up on which of the following?

A: ADA of 1990
B: FLSA of 1938
C: NLRA of 1947
D: ADEA of 1967
E: FMLA of 1993",D: ADEA of 1967,Organizational Behavior,17,
"10. Which act prohibits private employers, state and local governments, employment agencies, and labor unions from discriminating against qualified individuals with disabilities?

A: ADA of 1990
B: FLSA of 1938
C: NLRA of 1947
D: ADEA of 1967
E: FMLA of 1993",A: ADA of 1990,Organizational Behavior,17,
"11. Which legislation established the minimum wage, overtime pay, recordkeeping, and youth employment standards?

A: ADA of 1990
B: FLSA of 1938
C: NLRA of 1947
D: ADEA of 1967
E: FMLA of 1993",B: FLSA of 1938,Organizational Behavior,17,
"12. _____ entitles eligible employees to take up to 12 weeks of unpaid, job-protected leave in a 12-month period for specified family and medical reasons.

A: ADA of 1990
B: FLSA of 1938
C: NLRA of 1947
D: ADEA of 1967
E: FMLA of 1993",E: FMLA of 1993,Organizational Behavior,17,
"13. _____ extends rights to many private-sector employees, including the right to organize and bargain with their employer collectively.

A: ADA of 1990
B: FLSA of 1938
C: NLRA of 1947
D: ADEA of 1967
E: FMLA of 1993",C: NLRA of 1947,Organizational Behavior,17,
"14. Which act protects workers, their families, and communities by requiring employers to provide notification 60 calendar days in advance of plant closings and mass layoffs?

A: ADA of 1990
B: FLSA of 1938
C: NLRA of 1947
D: ADE Act of 1967
E: WARN Act of 1988",E: WARN Act of 1988,Organizational Behavior,17,
"15. Although HR is responsible for creating and facilitating the performance management processes, it is the ______ that need to strongly support the process and communicate the linkage of performance management to overall organizational goals and performance.

A: employees
B: board of directors
C: organizational managers
D: government bodies
E: EEOC officers",C: organizational managers,Organizational Behavior,17,
"16. Performance management began as a simple tool to drive _____ but has evolved more recently into a tool used for _____.

A: accountability; employee development
B: profits; stockholder education
C: market share; corporate acquisition
D: employee development; accountability
E: stockholder education; profits",A: accountability; employee development,Organizational Behavior,17,
"17. Performance management can be tracked back to which of these?

A: Fortune 500 top leaders
B: The U.S. military’s merit rating system
C: The Egyptian Pyramids
D: China Silk Roads
E: Indian Vidas",B: The U.S. military’s merit rating system,Organizational Behavior,17,
"18. By the 1960s nearly _____% of all U.S. companies were using a performance appraisal process.

A: 30
B: 15
C: 90
D: 60
E: 45",C: 90,Organizational Behavior,17,
"19. In 1981, _____ championed the forced-ranking system.

A: the US Military
B: Max Weber
C: Frederick Taylor
D: Jack Welch
E: Elton Mayo",D: Jack Welch,Organizational Behavior,17,
"20. Which of the following was developed in 2001 as the dissatisfaction with performance management processes began to increase?

A: Forced-ranking system
B: Merit rating system
C: Radical redesign
D: Merit matrix
E: Agile Manifesto",E: Agile Manifesto,Organizational Behavior,17,
"21. With growing dissatisfaction with performance management processes, Agile Manifesto was developed by software developers and emphasized principles of all of these EXCEPT:

A: emotional intelligence.
B: regular reflection on how to work more effectively.
C: self-direction.
D: self-organization.
E: collaboration.",A: emotional intelligence.,Organizational Behavior,17,
"22. Jay Patel is the HR manager at BNB Manufacturing. Jay is interested in establishing the pay-for-performance structure at BNB. Which of the following should be the first step in establishing this framework Jay should focus on?

A: Identify any gaps that exist in the current processes.
B: Define the organization’s pay philosophy.
C: Update compensation processes with new pay for-performance elements.
D: Review the financial impacts of creating pay-for-performance changes.
E: Communicate and train managers and employees on the pay for-performance philosophy and process changes.",B: Define the organization’s pay philosophy.,Organizational Behavior,17,
"23. Jay Patel is the HR manager at BNB Manufacturing. Jay is interested in establishing the pay-for-performance structure at BNB. Which of the following should be the final step in establishing this framework Jay should focus on?

A: Identify any gaps that exist in the current processes.
B: Define the organization’s pay philosophy.
C: Update compensation processes with new pay for-performance elements.
D: Review the financial impacts of creating pay-for-performance changes.
E: Communicate and train managers and employees on the pay for-performance philosophy and process changes.",E: Communicate and train managers and employees on the pay for-performance philosophy and process changes.,Organizational Behavior,17,
"24. Jay Patel is the HR manager at BNB Manufacturing. Jay wants to establish the pay-for-performance structure at BNB. Jay’s boss is interested in the following questions: How much differentiation of performance will we have? What is the cost of doing this pay-for-performance? Jay should focus on which of the following step in the framework to obtain these answers?

A: Identify any gaps that exist in the current processes.
B: Define the organization’s pay philosophy.
C: Update compensation processes with new pay for-performance elements.
D: Review the financial impacts of creating pay-for-performance changes.
E: Communicate and train managers and employees on the pay for-performance philosophy and process changes.",D: Review the financial impacts of creating pay-for-performance changes.,Organizational Behavior,17,
"25. Jay Patel is the HR manager at BNB Manufacturing. Jay wants to establish the pay-for-performance structure at BNB. Jay’s boss tells him that if any of BNB’s current human resources and compensation policies conflict with pay for performance, they should be reviewed and changed. Jay should focus on which of the following step in the framework to address these issues?

A: Identify any gaps that exist in the current processes.
B: Define the organization’s pay philosophy.
C: Update compensation processes with new pay for-performance elements.
D: Review the financial impacts of creating pay-for-performance changes.
E: Communicate and train managers and employees on the pay for-performance philosophy and process changes.",A: Identify any gaps that exist in the current processes.,Organizational Behavior,17,
"26. Jay Patel is the HR manager at BNB Manufacturing. Jay wants to establish the pay-for-performance structure at BNB. In these efforts, Jay’s boss tells him to include the design of a merit matrix that ties employee annual pay increases to performance as well as the design of a short-term bonus matrix and a long-term bonus pay-for-performance strategy. Jay should focus on which of the following step in the framework to address these issues?

A: Identify any gaps that exist in the current processes.
B: Define the organization’s pay philosophy.
C: Update compensation processes with new pay for-performance elements.
D: Review the financial impacts of creating pay-for-performance changes.
E: Communicate and train managers and employees on the pay for-performance philosophy and process changes.",C: Update compensation processes with new pay for-performance elements.,Organizational Behavior,17,
"27. World at Work defines a total rewards strategy as the six elements of total rewards that collectively define an organization’s strategy to attract, motivate, retain and engage employees. Which of the following is NOT an element of this total rewards?

A: Benefits
B: Recognition
C: Employee life cycle
D: Work-life effectiveness
E: Compensation",C: Employee life cycle,Organizational Behavior,17,
"28. According to Nohria, Groysberg, and Lee, within an organization, the primary lever to address the drive to ____ is the reward system.

A: acquire
B: bond
C: comprehend
D: defend
E: esteem",A: acquire,Organizational Behavior,17,
"29. Within an organization, the primary lever to address the drive to _____ is culture, and the actions are to foster mutual reliance and friendships, to value collaboration and teamwork, and to encourage best practice sharing.

A: acquire
B: bond
C: comprehend
D: defend
E: esteem",B: bond,Organizational Behavior,17,
"30. Within an organization, the primary lever to address the drive to _____ is job design, and the actions are to design jobs that have distinct and important roles in the organization, as well as jobs that are meaningful and foster a sense of contribution.

A: acquire
B: bond
C: comprehend
D: defend
E: esteem",C: comprehend,Organizational Behavior,17,
"31. Within an organization, the primary lever to address the drive to _____ are performance management and resource-allocation processes, and the actions are to increase process transparency and fairness, and to build trust by being just in granting rewards, assignments, and other recognition.

A: acquire
B: bond
C: comprehend
D: defend
E: esteem",D: defend,Organizational Behavior,17,
"32. Which term defines the strategy for selection, recruiting, and hiring processes?

A: Performance management
B: Talent acquisition
C: Succession planning
D: Talent review calibration process
E: Total rewards strategy",B: Talent acquisition,Organizational Behavior,17,
"33. Which of these refers to the increasing competition for recruiting?

A: Performance management
B: Talent acquisition
C: Succession planning
D: Talent review calibration process
E: War for talent",E: War for talent,Organizational Behavior,17,
"34. All the following best practices illustrate the key steps for effective recruiting of key leadership hires EXCEPT:

A: Specify the compensation
B: Develop the pool
C: Close the deal
D: Integrate the newcomer
E: Anticipate your needs",A: Specify the compensation,Organizational Behavior,17,
"35. Behavioral event interview should be conducted during which step for effective recruiting of key leadership hires?

A: Assess the candidates
B: Develop the pool
C: Close the deal
D: Integrate the newcomer
E: Anticipate your needs",A: Assess the candidates,Organizational Behavior,17,
"36. _____ is the process for reviewing key roles and determining the readiness levels of potential internal and external candidates to fill these roles.

A: Performance management
B: Talent acquisition
C: Succession planning
D: Talent review calibration process
E: War for talent",C: Succession planning,Organizational Behavior,17,
"37. Talent reviews often employ the use of a(n) ______, which plots employee performance versus employee potential and provides the reviewer with nine distinct options, or boxes, to categorize where the employee is.

A: 9-box template
B: 360 assessment
C: employee life cycle
D: merit matrix
E: pay-for-performance model",A: 9-box template,Organizational Behavior,17,
"38. An evaluation tool that collects feedback from manager, peers, direct reports, and customers is called ______.

A: 9-box template
B: 360 assessment
C: employee life cycle
D: merit matrix
E: pay-for-performance model",B: 360 assessment,Organizational Behavior,17,
"1. Which of the following describes the action or process of thinking through possible options and selecting one?

A: Decision-making
B: Groupthink
C: Brainstorming
D: Bounded rationality
E: Suppression of dissent",A: Decision-making,Organizational Behavior,6,
"2. Which term best describe the individuals or groups that are affected by an organization?

A: Ad hominem
B: Stakeholders
C: Heuristics
D: Bounded rationality
E: Relationship conflict",B: Stakeholders,Organizational Behavior,6,
"3. Poor decision-making by lower-level managers can lead to any of the following adverse outcomes EXCEPT:

A: increased productivity if there are too few workers.
B: increased expenses if there are too many supplies.
C: increased turnover if the decisions involve managing workers.
D: reduced morale if the decisions involve managing workers.
E: frustration among employees if the decisions involve training workers.",A: increased productivity if there are too few workers.,Organizational Behavior,6,
"4. _____ refer to our beliefs about what is right vs. wrong, good vs. evil, virtuous vs. corrupt.

A: Ad hominem
B: Groupthink
C: Heuristics
D: Ethics and morals
E: Bounded rationality",D: Ethics and morals,Organizational Behavior,6,
"5. Which system is logical, analytical, deliberate, and methodical?

A: Reactive
B: Reflexive
C: Heuristics
D: Ad hominem
E: Reflective",E: Reflective,Organizational Behavior,6,
"6. Which system is quick, impulsive, and intuitive, relying on emotions or habits to provide cues for what to do next?

A: Reactive
B: Logical
C: Methodical
D: Ad hominem
E: Reflective",A: Reactive,Organizational Behavior,6,
"7. A reactive system is also called a(n) _______ system.

A: logical
B: reflexive
C: methodical
D: analytical
E: reflective",B: reflexive,Organizational Behavior,6,
"8. When Jermain is facing novel and complex situations which decision making system would be better?

A: Reactive
B: Reflexive
C: Heuristics
D: Ad hominem
E: Reflective",E: Reflective,Organizational Behavior,6,
"9. ______ is the ability to recognize, understand, pay attention to, and manage one’s own emotions and the emotions of others.

A: Emotional intelligence
B: Programmed decision
C: Heuristic
D: Nonprogrammed decision
E: Bounded rationality",A: Emotional intelligence,Organizational Behavior,6,
"10. Which two elements in emotional intelligence represent toggling back and forth between emotions and logic so that we analyze and understand our own emotions and then exert the necessary control to manage them as appropriate for the situation?

A: Self-awareness and social skills
B: Self-awareness and self-regulation
C: Self-awareness and empathy
D: Self-regulation and empathy
E: Self-regulation and social skills",B: Self-awareness and self-regulation,Organizational Behavior,6,
"11. Michael is known for his ability to understand other peoples’ emotions and he has a genuine interest in doing so. Michael can be rated high on which of these elements?

A: Self-awareness
B: Self-regulation
C: Empathy
D: Heuristic
E: Social skills",C: Empathy,Organizational Behavior,6,
"12. Which of the following is NOT an element of emotional intelligence?

A: Self-awareness
B: Self-regulation
C: Empathy
D: Heuristic
E: Social skills",D: Heuristic,Organizational Behavior,6,
"13. Which term best describe decisions that are repeated over time and for which an existing set of rules can be developed to guide the process?

A: Emotional intelligence
B: Programmed
C: Heuristics
D: Nonprogrammed
E: Bounded rationality",B: Programmed,Organizational Behavior,6,
"14. Which term best describe mental shortcuts?

A: Emotional intelligence
B: Reflective
C: Heuristics
D: Nonprogrammed
E: Bounded rationality",B: Reflective,Organizational Behavior,6,
"15. Ordering office supply can be described as which of these?

A: Reflective decision
B: Programmed decision
C: High-involvement decision
D: Nonprogrammed decision
E: Self-awareness decision",B: Programmed decision,Organizational Behavior,6,
"16. Buying a house can be described as which of these?

A: Reactive decision
B: Programmed decision
C: Low-involvement decision
D: Nonprogrammed decision
E: Heuristics-driven decision",D: Nonprogrammed decision,Organizational Behavior,6,
"17. Which term best describe decisions that are novel, unstructured and generally based on criteria that are not well-defined?

A: Reactive decision
B: Programmed decision
C: Low-involvement decision
D: Nonprogrammed decision
E: Heuristics-driven decision",D: Nonprogrammed decision,Organizational Behavior,6,
"18. Which term best describe decisions that are routine?

A: Emotional intelligence
B: Programmed
C: Heuristics
D: Nonprogrammed
E: Bounded rationality",B: Programmed,Organizational Behavior,6,
"19. Which of the following represents the first step in the decision making process?

A: Evaluate the effectiveness of selected alternative
B: Select an alternative.
C: Analyze the alternatives.
D: Recognize that a decision needs to be made.
E: Generate multiple alternatives.",D: Recognize that a decision needs to be made.,Organizational Behavior,6,
"20. Which of the following represents the final step in the decision making process?

A: Evaluate the effectiveness of selected alternative
B: Select an alternative.
C: Analyze the alternatives.
D: Recognize that a decision needs to be made.
E: Generate multiple alternatives.",A: Evaluate the effectiveness of selected alternative,Organizational Behavior,6,
"21. While _______ decisions will generally need to be processed via the ______ system in our brains in order for us to reach a good decision, with ______ decisions, heuristics can allow decision makers to switch to the quick, _____ system.

A: Nonprogrammed; reflective; programmed; reactive
B: Nonprogrammed; reactive; programmed; reflective
C: Nonprogrammed; reactive; programmed; reactive
D: Programmed; reflective; nonprogrammed; reflective
E: None of the above",A: Nonprogrammed; reflective; programmed; reactive,Organizational Behavior,6,
"22. Which of the following term illustrate that decision making process is limited with incomplete information as well as our capacity to process all the information?

A: Emotional intelligence
B: Programmed
C: Heuristics
D: Nonprogrammed
E: Bounded rationality",E: Bounded rationality,Organizational Behavior,6,
"23. The tendency of decision makers to remain committed to poor decision, even when doing so leads to increasingly negative outcomes refers to

A: emotional intelligence.
B: programmed decision.
C: heuristics approach.
D: nonprogrammed decision.
E: escalation of commitment.",E: escalation of commitment.,Organizational Behavior,6,
"24. When Dianna does not know the outcome of each alternative until she has actually chosen that alternative, she is facing conditions of _______.

A: uncertainty
B: escalation of commitment
C: emotional intelligence
D: time pressures
E: confirmation bias",A: uncertainty,Organizational Behavior,6,
"25. Which of the following describe conditions when we tend to pay more attention to information that agrees with our existing beliefs and less attention to information that is contrary to our beliefs?

A: Conditions of uncertainty
B: Escalation of commitment
C: Emotional intelligence conditions
D: Time pressures
E: Confirmation bias",E: Confirmation bias,Organizational Behavior,6,
"26. Which of the following describe conflict about the best way to do something that can actually lead to improved performance?

A: Process
B: Escalation of commitment
C: Relationship
D: Time pressures
E: Confirmation bias",A: Process,Organizational Behavior,6,
"27. Which of the following describe conflict between individuals that is more personal and involves attacks on a person rather than an idea?

A: Process
B: Escalation of commitment
C: Relationship
D: Time pressures
E: Confirmation bias",C: Relationship,Organizational Behavior,6,
"28. Tamara want to improve her decision making when she is making programmed decisions. Which of the following she should focus on?

A: Talk to other people
B: Systematically go through the six steps of the decision-making process
C: Be creative
D: Heuristics
E: Engage in critical thinking",D: Heuristics,Organizational Behavior,6,
"29. Raine always has the tendency to selects the first acceptable solution without engaging in additional effort to identify the best solution. Raine’s tendency describes which of the following?

A: Bounded rationality
B: Groupthink
C: Confirmation bias
D: Heuristics
E: Satisficing",E: Satisficing,Organizational Behavior,6,
"30. Susanne is interested in saving time when she is making programmed decisions at work. Which of the following she should focus on?

A: Talk to other people
B: Systematically go through the six steps of the decision-making process
C: Be creative
D: Satisficing
E: Engage in critical thinking",D: Satisficing,Organizational Behavior,6,
"31. At ABC Accounting, Inc., Margo is interested in improving the quality of as well as reducing bias when making nonprogrammed decisions. Which of the following she should focus on?

A: Talk to other people
B: Systematically go through the six steps of the decision-making process
C: Heuristics
D: Satisficing
E: Engage in critical thinking",A: Talk to other people,Organizational Behavior,6,
"32. _______ is the generation of new or original ideas; it requires the use of imagination and the ability to step back from traditional ways of doing things and seeing the world.

A: Bounded rationality
B: Groupthink
C: Creativity
D: Heuristics
E: Satisficing",C: Creativity,Organizational Behavior,6,
"33. Which of the following describe an approach to decision-making that states that managers should systematically collect the best indications available to help them make effective decisions?

A: Heuristics
B: Evidence-based
C: Satisficing
D: Groupthink
E: Brainstorming",B: Evidence-based,Organizational Behavior,6,
"34. Which of the following is a disciplined process of evaluating the quality of information, especially data collected from other sources and arguments made by other people, to determine whether the source should be trusted or whether the argument is valid?

A: Critical thinking
B: Heuristics
C: Satisficing
D: Groupthink
E: Brainstorming",A: Critical thinking,Organizational Behavior,6,
"35. Sam, marketing manager at ABC Products, argues that XY Products, their biggest competitor is spending more on marketing than ABC. XY have a larger share of the market. Therefore, ABC should spend more on marketing. This argument represents which of the following fallacies?

A: False cause
B: Ad hominem
C: Non sequitur
D: Genetic fallacy
E: Bandwagon approach",C: Non sequitur,Organizational Behavior,6,
"36. Recognizing that the issue has a moral component represents which element of James Rest’s ethical decision-making model?

A: Moral motivation
B: Moral judgment
C: Moral character/action
D: Moral sensitivity
E: Moral intention",D: Moral sensitivity,Organizational Behavior,6,
"37. Determining which actions are right vs. wrong represents which element of James Rest’s ethical decision-making model?

A: Moral motivation
B: Moral judgment
C: Moral character/action
D: Moral sensitivity
E: Moral intention",B: Moral judgment,Organizational Behavior,6,
"38. ________ is a process of generating as many solutions or options as possible.

A: Critical thinking
B: Heuristics
C: Satisficing
D: Groupthink
E: Brainstorming",E: Brainstorming,Organizational Behavior,6,
"39. ________ occurs when group members choose not to voice their concerns or objections because they would rather keep the peace and not annoy or antagonize others.

A: Critical thinking
B: Heuristics
C: Satisficing
D: Groupthink
E: Brainstorming",D: Groupthink,Organizational Behavior,6,
"40. ________ intentionally takes on the role of critic.

A: The devil’s advocate
B: Heuristics
C: Suppression of dissent
D: Groupthink
E: Brainstorming",A: The devil’s advocate,Organizational Behavior,6,
"1. The largest cattle rancher in a given region will be unable to have a _____________ sufficient numbers of smaller cattle ranchers provide sources of competition.

A: oligopoly
B: patent
C: monopoly
D: monopolistic competition",C: monopoly,Microeconomics,9, monopoly 
"2. Which of the following is most unlikely to present a barrier to entry into a market?

A: market forces
B: patent laws
C: technological advantages
D: deregulation",D: deregulation,Microeconomics,9, monopoly 
"3. Deregulation occurs when a government eliminates or scales back rules relating to all but one of the following. Which one is it?

A: prices that can be charged
B: natural monopoly
C: conditions of entry in a certain industry
D: quantities that can be produced",B: natural monopoly,Microeconomics,9, monopoly 
"4. Government _____________ regulations specify that inventors will maintain exclusive legal
rights to their respective inventions for _______________.

A: patent; a limited time
B: trademark; an unlimited time
C: copyright; a limited time
D: trade secret; an unlimited time",A: patent; a limited time,Microeconomics,9, monopoly 
"5. The US government has registered ________ on behalf of business firms to protect a particularly distinct element each has selected for its ability to aid consumers to easily
_____________.

A: 200,00 patents; license for use
B: 800,000 trademarks; identify the source of goods
C: 1 million copyright licenses; identify the authors of creative works
D: 200,000 trade secrets; create a natural monopoly","B: 800,000 trademarks; identify the source of goods",Microeconomics,9, monopoly 
"6. The form of legal protection intended to prevent reproduction of original works is referred to as _________ law.

A: patent
B: trademark
C: copyright
D: trade secret",C: copyright,Microeconomics,9, monopoly 
"7. In the business world, a __________ is recognized as a legally acceptable way for any business to keep knowledge of its particular methods of production from being known by competing firms.

A: patent
B: monopoly
C: trade secret
D: trademark",C: trade secret,Microeconomics,9, monopoly 
"8. Intellectual property law is a body of law that includes

A: the right of inventors to produce their inventions
B: the right of inventors to sell their inventions
C: trademark, patent and trade secret legislation
D: copyright legislation, as well as all of the above","D: copyright legislation, as well as all of the above",Microeconomics,9, monopoly 
"9. A ___________ exists when the quantity demanded in the market is less than the quantity at the bottom of the long-run average cost curve.

A: natural monopoly
B: monopoly
C: oligopoly
D: monopolistic competition",A: natural monopoly,Microeconomics,9, monopoly 
"10. The use of sharp, temporary price cuts as a form of ________ would enable traditional US automakers to discourage new competition from smaller electric car manufacturers.

A: natural monopoly
B: monopolistic competition
C: predatory pricing
D: oligopolistic competition",C: predatory pricing,Microeconomics,9, monopoly 
"11. Which of the following is most likely to be a monopoly?

A: local fast-food restaurant
B: local electricity distributor
C: local bathroom fixtures shop
D: local television broadcaster",B: local electricity distributor,Microeconomics,9, monopoly 
"12. Which of the following will present the least amount of concern to a firm that has a monopoly over a particular industry?

A: whether consumers will purchase its product
B: whether consumers will spend on different products
C: the competitive actions of other business firms
D: barriers to entry and competitors’ patent protection",C: the competitive actions of other business firms,Microeconomics,9, monopoly 
"13. A firm that holds a monopoly position in the market place is

A: a price maker
B: a price taker
C: monopolistically competitive
D: subject to infinite market forces",A: a price maker,Microeconomics,9, monopoly 
"14. Occasionally, ________________ may lead to pure monopoly; in other market conditions, they may limit competition ______________________-.

A: barriers to entry; to a few oligopoly firms
B: barriers to entry; to a natural monopoly
C: deregulation; requiring new patent law
D: deregulation; requiring new copyright law",A: barriers to entry; to a few oligopoly firms,Microeconomics,9, monopoly 
"15. If the North American newsprint paper market has barriers to entry, then

A: abnormally high profits will attract the entry of new firms.
B: the entry of new firms will eventually cause price to decline.
C: surviving firms earn only a normal level of profit in the long run.
D: entry will be blocked even if firms are earning high profits.",D: entry will be blocked even if firms are earning high profits.,Microeconomics,9, monopoly 
"16. A natural monopoly occurs when the quantity demanded is ____________ the minimum quantity it takes to be at the bottom of the long-run average cost curve.

A: greater than
B: less than
C: equal to
D: a or c above",B: less than,Microeconomics,9, monopoly 
"17. By 2007, US market deregulation has proven to be most toxic to the overall health of the US economy in the ________________.

A: telecommunications sector
B: postal services sector
C: banking sector
D: nuclear power sector",C: banking sector,Microeconomics,9, monopoly 
"18. If it was possible for one company to gain ownership control all of the uranium processing plants in the US, then

A: they will strive to reach efficiencies only they know how to make.
B: that firm could set up barriers to entry to discourage competition.
C: government will deregulate to ensure the company's monopoly.
D: the factors of market demand and supply will set the price.",B: that firm could set up barriers to entry to discourage competition.,Microeconomics,9, monopoly 
"19. In the United States, a pharmaceutical company's exclusive patent rights last for

A: 20 years.
B: 25 years.
C: 10 years.
D: 70 years.",A: 20 years.,Microeconomics,9, monopoly 
"20. The US laws dealing with original works of authorship allow the US Copyright Office to enforce protection for all but one of the following. Which one is it?

A: contemporary sculptures
B: contemporary paintings
C: pantomimic works
D: ancient Bible texts",D: ancient Bible texts,Microeconomics,9, monopoly 
"21. Copyright protection legislation provides protection for original works

A: during the author's life plus 70 years
B: during the author's life plus 20 years
C: until the author is 70 years of age
D: until the author is 75 years of age",A: during the author's life plus 70 years,Microeconomics,9, monopoly 
"22. Roughly speaking, patent law covers ____________ and ___________ law protects an author's original books.

A: original inventive creations; copyright
B: trade secrets; trademark
C: all inventions; trademark
D: original audiovisual creations; copyright",A: original inventive creations; copyright,Microeconomics,9, monopoly 
"23. A monopolist is able to maximize its profits by

A: setting the price at the level that will maximize its per-unit profit.
B: producing output where MR = MC and charging a price along the demand curve.
C: setting output at MR = MC and setting price at the demand curve's highest point.
D: producing maximum output where price is equal to its marginal cost.",B: producing output where MR = MC and charging a price along the demand curve.,Microeconomics,9, monopoly 
"24. Which one of the following is the most accurate description of a monopolist?

A: a sole producer of a narrowly defined product class, such as brown, Grade A eggs produced in Eagle County, Colorado
B: a firm that is very large relative to all its competitors within a narrow product class
C: a sole producer of a product for which good substitutes are lacking in a market with high barriers to entry
D: a large, multinational firm that produces a single product in a narrow product class",C: a sole producer of a product for which good substitutes are lacking in a market with high barriers to entry,Microeconomics,9, monopoly 
"25. When a natural monopoly exists in a given industry, the per-unit costs of production will be

A: lowest when there are a large number of producers in the industry.
B: lower for the smaller firms than for larger firms.
C: minimized at the output that maximizes the industry's profitability.
D: lowest when a single firm generates the entire output of the industry.",D: lowest when a single firm generates the entire output of the industry.,Microeconomics,9, monopoly 
"26. Following the assumption that firms maximize profits, how will the price and output policy of an unregulated monopolist compare with ideal market efficiency?

A: output will be too small and its price too high.
B: output will be too large and its price too high.
C: output will be too small and its price too low.
D: output will be too large and its price too low.",A: output will be too small and its price too high.,Microeconomics,9, monopoly 
"27. The slope of the demand curve for a monopoly firm is

A: horizontal, parallel to the x-axis
B: vertical, parallel to the y-axis
C: upward sloping
D: downward sloping",D: downward sloping,Microeconomics,9, monopoly 
"28. For a monopolistic firm, the demand for its product is

A: unitary elastic
B: completely elastic
C: completely inelastic
D: neither b or c",C: completely inelastic,Microeconomics,9, monopoly 
"29. The marginal revenue curve for a monopolist _________ the market demand curve.

A: always rises above
B: always lies beneath
C: always runs parallel
D: always is the same",B: always lies beneath,Microeconomics,9, monopoly 
"30. For a pure monopoly to exist,

A: there is a single seller in a particular industry
B: there is only one seller, therefore no industry
C: there are a few sellers in a given industry
D: there are limited sellers in a particular industry",A: there is a single seller in a particular industry,Microeconomics,9, monopoly 
"31. If monopolists are able to produce fewer goods and sell them at a higher price than they could under perfect competition, the result will be

A: elimination of barriers to entry
B: irregularly high unsustainable profits.
C: government deregulation.
D: abnormally high sustained profits.",D: abnormally high sustained profits.,Microeconomics,9, monopoly 
"32. The two primary factors determining monopoly market power are the firm's

A: revenues and size of its customer base
B: demand curve and its cost structure
C: variable cost curve and its fixed cost structure
D: demand curve and level of wealth within its market",B: demand curve and its cost structure,Microeconomics,9, monopoly 
