prompt,answer,book_name,chapter_number,chapter_name
"37. Given the data provided in the table below, what will the marginal revenue equal for production at quantity (Q) level 4?

A: $20.00
B: $15.00
C: $5.00
D: $1.00",C: $5.00,"Principles of Economics, 3rd Edition",8,perfect competition
"38. Given the data provided in the table below, what will the marginal cost equal for production at quantity (Q) level 4?

A: $5.00
B: $4.00
C: $1.00
D: $3.00",B: $4.00,"Principles of Economics, 3rd Edition",8,perfect competition
"39. Given the data provided in the table below, what will the amount of profit be for production at quantity (Q) level 7?

A: -$10.00
B: zero
C: -$5.00
D: $1.00",A: -$10.00,"Principles of Economics, 3rd Edition",8,perfect competition
"40. Given the data provided in the table below, what will the fixed costs equal for production at quantity (Q) level 4?

A: $35.00
B: $4.00
C: $36.00
D: $9.00",D: $9.00,"Principles of Economics, 3rd Edition",8,perfect competition
"41. Refer to the diagram above. In this instance, the marginal revenue curve

A: reflects a perfectly competitive firm
B: is equal to the price of the good
C: is a horizontal straight line
D: reflects each of the above",D: reflects each of the above,"Principles of Economics, 3rd Edition",8,perfect competition
"42. Refer to the diagram above. In this instance, point e shown on the graph indicates

A: the point where profits will increase by increasing output
B: the point where profits will increase by reducing output
C: the profit-maximizing point where MR = MC
D: the profit-maximizing point where MR is less an MC",B: the point where profits will increase by reducing output,"Principles of Economics, 3rd Edition",8,perfect competition
"43. Refer to the diagram above. Based on the information illustrated in this graph, which of the following is an accurate statement?

A: MC is initially downward sloping in the region of increasing MR at low output levels
B: As production increases, marginal revenue always increase so profits rise
C: as production decreases, marginal revenue will increase so profits will rise
D: a profit-seeking firm should continue to expand production as long as MR is less than MC",A: MC is initially downward sloping in the region of increasing MR at low output levels,"Principles of Economics, 3rd Edition",8,perfect competition
"44. Refer to the diagram above. Based on the information illustrated in this graph, which of the following is an accurate statement?

A: production should keep expanding because MR is always less than MC
B: because this is a perfectly competitive firm, the profit maximizing rule is not P = MC
C: because this is a perfectly competitive firm, the profit maximizing rule is not P = MR
D: profits will be reduced by production in the zone where MC exceeds MR",D: profits will be reduced by production in the zone where MC exceeds MR,"Principles of Economics, 3rd Edition",8,perfect competition
"45. For a perfectly competitive firm, the marginal cost curve is identical to the firm’s ____________________.

A: demand curve
B: supply curve
C: average total cost curve
D: average variable cost curve",B: supply curve,"Principles of Economics, 3rd Edition",8,perfect competition
"46. Temperatures have persisted below freezing levels in Florida throughout the months of December and January. As a result, demand for electricity sharply increased and the price of electricity rose sharply. The price of coal also rose. In these circumstances, any resulting shifts in the supply curves for coal miners and electricity producers

A: will determine what price to produce at given the market demand.
B: at all levels of output shifts marginal costs to the right.
C: can also be interpreted as shifts of their respective marginal cost curves.
D: shifts marginal costs to the right enabling both to produce more at any given market price. Answer: C
Reference:
Explanation:
Type: Multiple Choice	Difficulty: Medium	Category: Understand
47. If a competitive firm experiences a shift in costs of production that decreases marginal costs at all levels of output,
A. expanding output levels at any given price will be profitable.
B. producing less at any market price will off-set marginal cost .
C. the firm's marginal cost curve will shift to the left.
D. the firm's demand curve will also shift to the left.",A: will determine what price to produce at given the market demand.,"Principles of Economics, 3rd Edition",8,perfect competition
"48. If the price that a firm charges is higher than its _______________ cost of production for that quantity produced, then the firm will earn profits.

A: marginal
B: variable
C: average
D: fixed",C: average,"Principles of Economics, 3rd Edition",8,perfect competition
"49. If the price that a firm charges is lower than its __________ of production, the firm will suffer losses.

A: average cost
B: marginal cost
C: fixed cost
D: variable cost",A: average cost,"Principles of Economics, 3rd Edition",8,perfect competition
"50. Refer to the diagram above. At the point marked m,

A: price is determining production at a level where P = MC.
B: TR is exactly equal to TC, so profits equal zero.
C: price is above average cost of production.
D: the leftover rectangle is the profit earned.","B: TR is exactly equal to TC, so profits equal zero.","Principles of Economics, 3rd Edition",8,perfect competition
"51. What happens in a perfectly competitive industry when economic profit is greater than zero?

A: existing firms may expand their operations
B: firms may move along their LRAC curves to new outputs
C: there may be pressure on the market price to fall
D: new firms may enter the industry and all of the above",D: new firms may enter the industry and all of the above,"Principles of Economics, 3rd Edition",8,perfect competition
"52. If marginal cost is rising in a competitive firm's short-run production process and its average variable cost is falling as output is increased, then

A: marginal cost is above average variable cost.
B: marginal cost is below average fixed cost.
C: marginal cost is below average variable cost.
D: average fixed cost is constant.",C: marginal cost is below average variable cost.,"Principles of Economics, 3rd Edition",8,perfect competition
"53. Kate's 24-Hour Breakfast Diner menu offers one item, a $5.00 breakfast special. Kate's costs for servers, cooks, electricity, food, etc. average out to $3.95 per meal. Her costs for rent, insurance cleaning supplies and business license average out to $1.25 per meal. Since the market is highly competitive, Kate should

A: raise her prices above the perfectly competitive level set by the market.
B: keep the business open in the short-run, but plan to go out of business in the long-run.
C: keep the business open in the short-run, and plan to expand the business in the long-run.
D: lay-off her staff, break her lease, and close the business down immediately.","B: keep the business open in the short-run, but plan to go out of business in the long-run.","Principles of Economics, 3rd Edition",8,perfect competition
"54. Refer to the table below. In this instance, confirmation that this firm is operating in a perfectly competitive market can readily be ascertained by the fact that its

A: marginal cost is increasing.
B: total cost is increasing.
C: economic profits are zero.
D: marginal revenue is constant.",D: marginal revenue is constant.,"Principles of Economics, 3rd Edition",8,perfect competition
"55. Refer to the table below. In this instance, expansion of output

A: causes input prices to rise as demand for inputs increases.
B: leaves input prices constant as demand for inputs increases.
C: causes diseconomies of scale to occur.
D: occurs because of increasing returns to scale.",A: causes input prices to rise as demand for inputs increases.,"Principles of Economics, 3rd Edition",8,perfect competition
"56. In order to produce 100 oatmeal cookies, GoodieCookieCo incurs an average total cost of $0.25 per cookie. The company’s marginal cost is constant at $0.10 for all oatmeal cookies produced. The total cost to produce 50 oatmeal cookies is

A: $25
B: $20
C: $50
D: $60",B: $20,"Principles of Economics, 3rd Edition",8,perfect competition
"57. In order to produce 100 pairs of oven gloves, Marcia incurs an average total cost of $2.50 per pair. Marcia’s marginal cost is constant at $1.00 for every pair of oven gloves produced. The total cost to produce 50 pairs of oven gloves is

A: $250.00
B: $500.00
C: $300.00
D: $200.00",D: $200.00,"Principles of Economics, 3rd Edition",8,perfect competition
"58. If the average product for six workers is fifteen and the marginal product of the seventh worker is eighteen, then

A: marginal product is rising.
B: marginal product is falling.
C: average product is rising.
D: average product is falling.",C: average product is rising.,"Principles of Economics, 3rd Edition",8,perfect competition
"59. In Sam's greenhouse operation, labor is the only short term variable input. After completing a cost analysis, if the marginal product of labor is the same for each unit of labor, this will imply that

A: the average product of labor is always equal to the marginal product of labor.
B: the average product of labor is always greater that the marginal product of labor.
C: the average product of labor is always less than the marginal product of labor.
D: as more labor inputs are used, the average product of labor inputs will fall.",A: the average product of labor is always equal to the marginal product of labor.,"Principles of Economics, 3rd Edition",8,perfect competition
"60. If accounting profits for a firm are 20% of output, and the opportunity cost of financial capital is 8% of output, then what do the firm’s economic profits equal?

A: 6% of output
B: 10% of output
C: 12% of output
D: 8% of output",C: 12% of output,"Principles of Economics, 3rd Edition",8,perfect competition
"61. Neil’s Bakery is famous for its giant cinnamon buns. The bakery has fixed costs of $100. Neil must pay each worker a wage of $10.00 per hour and each works an 8 hour shift. He earns $2 for each cinnamon bun that is sold. The following table shows how many cinnamon buns he can sell, depending on the number of workers he hires. Refer to the table below. To maximize his profits in this competitive market, how many workers should he hire?

A: 2 workers
B: 3 workers
C: 4 workers
D: 5 workers",B: 3 workers,"Principles of Economics, 3rd Edition",8,perfect competition
"62. In economics, labor demand is synonymous with

A: market demand.
B: average demand.
C: marginal demand.
D: derived demand.",D: derived demand.,"Principles of Economics, 3rd Edition",8,perfect competition
"63. Even when competitive firms are unable to calculate marginal revenue product directly,
___________________________________ will push wage rates toward the marginal revenue product of labor.

A: planned future investment in physical capital
B: the pressures of competition in the labor market
C: the marginal workers ongoing skills training
D: wages that exceed workers' net revenue product",B: the pressures of competition in the labor market,"Principles of Economics, 3rd Edition",8,perfect competition
"64. In a perfectly competitive market setting, which of the following would be a true statement?

A: Market price automatically sets itself exactly at equilibrium.
B: Market price rarely trends toward the equilibrium value.
C: Wage rates mirror marginal revenue product levels exactly.
D: Wage rates trend toward marginal revenue product levels.",D: Wage rates trend toward marginal revenue product levels.,"Principles of Economics, 3rd Edition",8,perfect competition
"65. When a firm makes plans for investments in physical capital, it compares the
_________________ on these investments with ____________________.

A: projected rates of return; the cost of financial capital to the firm
B: present inputs of physical capital; future hurdle rates
C: present inputs of physical capita; future marginal revenue product
D: projected rates of return; the competitive pressures for labor",A: projected rates of return; the cost of financial capital to the firm,"Principles of Economics, 3rd Edition",8,perfect competition
"66. The table below sets out the amount of capital needed for certain investment projects and the rate of return for each project. What is this firm’s demand for physical capital if their hurdle rate is 5%?

A: $11 million
B: $12 million
C: $23 million
D: $33 million",C: $23 million,"Principles of Economics, 3rd Edition",8,perfect competition
"67. The table below sets out the amount of capital needed for certain investment projects and the rate of return for each project. What is this firm’s demand for physical capital if their hurdle rate is 8%?

A: $1.5 million
B: $2 million
C: $250,000
D: $500,000","D: $500,000","Principles of Economics, 3rd Edition",8,perfect competition
"68. When a firm uses retained profits to invest in more energy efficient equipment, an economist would calculate the _____________________ of investing in physical capital.

A: typical hurdle rate
B: opportunity cost
C: degree of risk
D: hurdle rate premium",B: opportunity cost,"Principles of Economics, 3rd Edition",8,perfect competition
"69. Which of the following can be thought of as an adjustment for the risks involved with respect to the cost of a firm acquiring financial capital?

A: higher retained earnings from past profits
B: cost of financial capital paid by a firm
C: imposition of hurdle rates of interest
D: tax credits for physical capital investments",C: imposition of hurdle rates of interest,"Principles of Economics, 3rd Edition",8,perfect competition
"70. If a firm is producing so that the point chosen along the production possibility frontier is socially preferred, then that firm is said to have reached its

A: allocative efficiency
B: productive efficiency
C: utility-maximizing efficiency
D: minimum price efficiency",A: allocative efficiency,"Principles of Economics, 3rd Edition",8,perfect competition
"1. A business_____________occurs when, for practical purposes, one firm purchases another.

A: merger
B: loss
C: acquisition
D: antitrust violation",C: acquisition,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"2. ___________ give government the power to block certain mergers, and in some cases, to break up large firms into smaller ones.

A: Market regulations
B: Antitrust laws
C: Nationalization policies
D: Restrictive practices",B: Antitrust laws,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"3. The four-firm __________ measures the percentage share of the total sales in the industry that is accounted for by the largest four firms.

A: coordination ratio
B: market share ratio
C: concentration ratio
D: production ratio",C: concentration ratio,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"4. The term __________ refers to the percentage share of a firm's total sales in the market.

A: market share
B: concentration ratio
C: total market ratio
D: market cap",A: market share,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"5. The Herfindahl-hirschman index is calculated by taking ___________, squaring it, and adding them up to get a total.

A: concentration ratio of each firm in the industry
B: total revenues of each firm in the industry
C: market share of each firm in the industry
D: market capitalization of each firm in the industry",C: market share of each firm in the industry,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"6. Practices that reduce competition without actual documented agreements between firms to raise price are commonly referred to as	.

A: legal practices
B: competitive practices
C: regulated practices
D: restrictive practices",D: restrictive practices,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"7. A minimum resale price maintenance agreement requires a dealer who buys from a manufacturer ______________.

A: to sell for at least a certain minimum price
B: to avoid engaging in restrictive practices.
C: to guarantee a certain percentage of market share
D: to sell for at least a certain maximum price",A: to sell for at least a certain minimum price,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"8. An agreement between a manufacturer and a distributor stipulating that a dealer will only distribute that manufacturer's products would be classified as a form of

A: predatory pricing.
B: tie-in-sales arrangement.
C: exclusive dealing.
D: price maintenance.",C: exclusive dealing.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"9. A manufacturer that only allows a consumer to purchase one product if they also buy another product is using _____________ to increase its profits.

A: exclusive dealing
B: tie-in sales
C: predatory pricing
D: bundle dealing",B: tie-in sales,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"10. The term ""tie-in sales"" is synonymous with

A: price maintenance
B: exclusive dealing
C: bundling
D: predatory pricing",C: bundling,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"11. Regulations that permit a regulated firm to cover its costs and to make a normal level of profit are commonly referred to as

A: cost-plus regulation.
B: price cap regulations.
C: regulatory capture.
D: profit regulation.",A: cost-plus regulation.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"12. When the regulator sets a price that a firm cannot exceed over the next few years, the regulator is enforcing

A: deregulation.
B: price cap regulation.
C: cost-plus regulation
D: regulatory capture rules.",B: price cap regulation.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"13. The term _____________ refers to a situation where the firms supposedly being regulated end up playing a large role in setting the regulations that they will follow.

A: regulatory tie-in
B: deregulation
C: privatization
D: regulatory capture",D: regulatory capture,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"14. The term _____________ is used to describe circumstances where government takes
over ownership of a business.

A: privatization
B: regulatory capture
C: nationalization
D: deregulation",C: nationalization,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"15. ___________ has occurred if a government-owned firm becomes privately owned.

A: Privatization
B: Nationalization
C: Deregulation
D: Regulatory capture",A: Privatization,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"16. If an industry is perfectly competitive or monopolistically competitive, then the government has relatively little reason for concern about

A: regulatory recapture.
B: taking advantage of economies of scale.
C: new ways of pleasing customers.
D: the extent of competition.",D: the extent of competition.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"17. In competitive settings, profits will lead firms to _______ and losses will lead firms ____________, so the incentives for producing at low cost and coming up with new ways of pleasing customers are strong.

A: privatize; nationalize
B: enter the market; to exit
C: monopolize; to lower costs
D: reduce output; increase price",B: enter the market; to exit,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"18. Government policy-makers often must decide how to balance the potential benefits of _____________ against the potential benefits of _______________.

A: competition; nationalization
B: corporate size; competition
C: corporate size; predatory pricing
D: nationalization; privatization",B: corporate size; competition,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"19. If two companies are seeking regulatory approval to merge their respective businesses, which of the following will most likely be the focus of the arguments that they will present in favor of the merger?

A: consumers can purchase better quality goods or services at a lower price
B: the newly created firm is able to take advantage of economies of scale
C: the newly created firm could eliminate duplicative investments
D: the new firm will produce more efficiently and all of the above",D: the new firm will produce more efficiently and all of the above,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"20. Which of the following concerns would groups like the Consumer Federation of America and Public Knowledge most likely raise with regulators considering a merger application?

A: the merger would reduce competition
B: the merger would create regulatory capture
C: the merger would lead to future decades of lower prices
D: the merger would increase output and all of the above",A: the merger would reduce competition,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"21. In order to analyze the effects of a particular business merger, economists typically measure whether the competitive change has

A: helped consumers.
B: hurt consumers.
C: made much difference.
D: all of the above.",D: all of the above.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"22. What role does the US government play with respect to market competition?

A: policing anticompetitive behavior and prohibiting contracts that restrict competition
B: preserving competition by regulating price and/or quantity of output
C: intervening in the price and output decision of businesses
D: maintaining abundant government-owned firms to ensure consumer friendly pricing",A: policing anticompetitive behavior and prohibiting contracts that restrict competition,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"23. Since the Margaret Thatcher era of the 1970s, many countries have sold off vast numbers of government-owned firms to ______________.

A: private monopolies
B: private ownership
C: decrease regulation capture
D: increase output",B: private ownership,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"24. Which of the following typically leads to two formerly separate firms being under common ownership?

A: government regulation
B: business mergers
C: business acquisitions
D: mergers and acquisitions",D: mergers and acquisitions,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"25. Which of the following is a valid criticism of the reduction of competition that results from corporate mergers?

A: merged firms generally are as efficient and innovative as they can be
B: consumers will have greater access to lower priced goods and services
C: merged firms can increase price and maintain permanently higher profits
D: merged firms are better positioned to take advantage of economies of scale",C: merged firms can increase price and maintain permanently higher profits,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"26. In the closing decades of the nineteenth century, many industries in the U.S. economy were dominated by a single firm that had most of the sales for the entire country. In many cases these large firms were ________________.

A: as efficient and innovative as they could be
B: organized in the legal form of a trust
C: able to provide consumers with the lowest price products
D: using illegal practices to dominate the US economy",B: organized in the legal form of a trust,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"27. Antitrust laws were created to give government the power to

A: block certain mergers and break up large firms into smaller ones.
B: block cartels, and break up regulatory capture.
C: force the firm to sell off the profitable parts of its operation.
D: block certain mergers that are determined to be uncompetitive.",A: block certain mergers and break up large firms into smaller ones.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"28. Government passed the	to limit the power of large, consolidated firms that were run by trustees as if they were a single firm.

A: Sherman Act in 1890
B: Thatcher Act in 1980
C: Antitrust Act in 1890
D: Competition Act in 1980",A: Sherman Act in 1890,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"29. What was created by the U.S. government in 1914 to specifically define what types of competition were legally unfair?

A: Department of Justice
B: Antitrust Act
C: Federal Trade Commission
D: Supreme Court",C: Federal Trade Commission,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"30. Which of the following government institutions bears the responsibility of enforcing US antitrust laws?

A: Federal Trade Commission
B: Department of Justice
C: Supreme Court
D: Congress and Senate",B: Department of Justice,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"31. In the U.S., about ____________ of all reported merger and acquisition transactions in 2008 exceeded $500 million, while about ______________ exceeded $1 billion.

A: 80%; 20%
B: 99%; 1%
C: 60%; 40%
D: 25%; 10%",D: 25%; 10%,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"32. Which of the following has the power to allow a merger, prohibit it, or allow it if certain conditions are met?

A: antitrust regulators at the FTC
B: Department of Justice
C: Congress and/or Senate
D: Supreme Court",B: Department of Justice,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"33. Which of the following has become a common condition for allowing a merger of large firms?

A: commitment to operate in a market-oriented economy
B: commitment to open a new factory
C: commitment to sell off certain parts of the firms
D: commitment to hire more workers",C: commitment to sell off certain parts of the firms,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"34. Which of the following is a true statement?

A: The government approves most proposed mergers.
B: Government regulators agree that few mergers are beneficial to consumers.
C: Government regulators agree that all mergers are beneficial to consumers.
D: The government disapproves most proposed mergers.",A: The government approves most proposed mergers.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"35. A government sanctioned merger between two companies can sometimes lead to a clash _______________ that makes both firms worse off.

A: with government regulators
B: other market participants
C: of corporate personalities
D: with market-oriented economy fundamentals",C: of corporate personalities,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"36. The fundamental belief behind the market-oriented US economy is that firms are in the best position to know if their actions will

A: contravene antitrust regulations.
B: lead to attracting more customers.
C: let them produce more efficiently.
D: the right answer is both b and c.",D: the right answer is both b and c.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"37. The US Federal Trade Commission justifies their record of approval of most mergers by asserting that, even though competition is diminished by consolidating two firms into one, mergers actually benefit

A: competition and consumers by forcing firms to lower consumer pricing.
B: competition and consumers in the short-run.
C: competition and consumers by allowing firms to operate more efficiently.
D: competition and consumers at the outset.",C: competition and consumers by allowing firms to operate more efficiently.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"38. Why would regulators find that a proposed merger is likely to lessen competition?

A: it can lead to lower prices
B: it can increase availability of goods
C: it can enhance innovation
D: it can lead to lower quality products",D: it can lead to lower quality products,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"39. A merger will likely lessen competition if

A: they are very beneficial to consumers.
B: less concentration in the market results.
C: it enables the new single firm to raise price.
D: both b and c above are correct answers.",C: it enables the new single firm to raise price.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"40. The main challenge for antitrust regulators is

A: to figure out how to best benefit consumers.
B: to facilitate privatization of government assets.
C: to promote the concept of a market-oriented economy.
D: to determine when a merger may hinder competition.",D: to determine when a merger may hinder competition.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"41. Antitrust regulations would most likely require one of the following in order to determine whether or not a merger may enhance competition. Which one is it?

A: analysis using numerical tools.
B: obvious objective judgments.
C: readily qualified judgments.
D: highly complex analytical tools.",A: analysis using numerical tools.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"42. If the largest four firms in an industry control less than half the market, their competitive concentration ratio

A: would be considered to be especially high.
B: would not be considered particularly high
C: would not be considered particularly low.
D: would be considered to be especially low.",B: would not be considered particularly high,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"43. If the two smallest firms in a competitive market merged, the four-firm concentration ratio
________________ because _______________.

A: would change; the degree of competition is notably diminished
B: would not change; especially high concentration ratios can benefit consumers
C: would change; the largest firms high concentration ratio is diminished
D: would not change; the degree of competition isn't notably diminished",D: would not change; the degree of competition isn't notably diminished,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"44. What is the maximum value that can be reached using the HHI?

A: 100
B: 1,000
C: 10,000
D: 100,000","C: 10,000","Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"45. Which of the following would a market competition regulator be most likely to assign the maximum HHI valuation to?

A: a perfect competitor
B: a monopoly
C: an oligopoly
D: a monopolistic competitor",B: a monopoly,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"46. For the restaurant industry in Seattle, with dozens or hundreds of extremely small competitors, the value of the HHI

A: might drop as low as 100, but not less.
B: might reach as low as 1,000, but not less.
C: might reach as high as 1,000, but not more.
D: might drop as low as 100 or even less.",D: might drop as low as 100 or even less.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"47. In the 1980s, the FTC followed guidelines stipulating that, should a proposed merger result in an HHI of less than 1,000,

A: the FTC would probably challenge it.
B: the FTC would scrutinize the proposal.
C: the FTC would probably approve it.
D: the FTC make a case-by-case decision.",C: the FTC would probably approve it.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"48. In the 1980s, the FTC followed guidelines stipulating that, should a proposed merger result in an HHI between 1,000 and 1,800, then it would

A: make a case-by-case decision on the proposal.
B: probably challenge the proposal.
C: probably approve the proposal.
D: scrutinize the proposal prior to doing a above.",D: scrutinize the proposal prior to doing a above.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"49. Which of the following denotes a weakness that is common to both the four firm concentration ratio and the HHI?

A: assuming the subject market is poorly defined relative to measuring its concentration of competition
B: case-by-case analysis of the extent of competition is highly subjective.
C: assuming the subject market is well-defined relative to measuring how sales are divided within it.
D: case-by-case analysis of the extent of competition is highly objective.",C: assuming the subject market is well-defined relative to measuring how sales are divided within it.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"50. The implicit assumption that competitive conditions across industries are similar enough to make a decision about the effects of a merger is

A: fundamental to case-by-case analysis of how sales are divided in a particular market.
B: fundamental to antitrust regulators for conducting case-by-case competitive analysis.
C: a fundamentally sound principle found in all antitrust law.
D: a weakness of the concentration ratio analysis method.",D: a weakness of the concentration ratio analysis method.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"51. A narrowly defined market will tend to make concentration appear ____________, while a broadly defined market will tend to make it appear _____________.

A: concerning; less concerning
B: higher; smaller
C: less concerning; concerning
D: smaller; higher",B: higher; smaller,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"52. There have been two especially important shifts in how markets are defined in recent decades: one involves _________________ and the other involves _______________.

A: technology; globalization
B: the Internet; technology
C: communication technologies; the Internet
D: globalization; communication technologies",A: technology; globalization,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"53. In the US, which of the following has likely been the most influential with respect to the increased level of competition faced by many local retail businesses?

A: vast improvement in communications technologies
B: development of the Internet
C: global business-to business websites
D: globalization and all of the above",D: globalization and all of the above,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"54. Prior to the onset of deregulation in the US during the 1970s, it was common for measurements of concentration ratios and HHIs

A: to exceed 1,000
B: to exceed 10,000
C: to stop at national borders.
D: to extend past national borders.",C: to stop at national borders.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"55. Because attempting to define a particular market can be difficult and controversial the Federal Trade Commission has begun to look less at market share and more at the data on actual __________________.

A: competition in the overall economy
B: selective anti-competitive industry practices
C: competition between businesses
D: market definition",C: competition between businesses,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"56. Currently, the approach to antitrust regulation involves

A: defining a market and counting up total sales.
B: market concentration ratio.
C: HHI and concentration ratio.
D: detailed analysis of specific markets and companies.",D: detailed analysis of specific markets and companies.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"57. Today, a common starting point is for US antitrust regulators to use statistical tools and real- world evidence to _______ faced by firms proposing a merger of their respective businesses.

A: define the market and count up total sales
B: estimate the demand and supply curves
C: preserve competition in certain local markets
D: analyze companies and narrowly defined markets",B: estimate the demand and supply curves,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"58. Why would a competition regulator need details relating to how firms are competing to cut prices, raise output levels, or build a high-quality reputation?

A: to be able to determine and specify how competition occurs in an industry
B: to build a statistical model to estimate the likely outcome of a merger
C: to block mergers that would reduce competition and harm consumers
D: to permit competitive mergers to proceed, as well as all of the above","D: to permit competitive mergers to proceed, as well as all of the above","Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"59. The statistical models currently used by competition regulators do require some degree of ____________, and can become the subject of _________ between the antitrust
authorities and the companies that wish to merge.

A: objective judgment; legal disputes
B: subjective judgment; legal disputes
C: subjective judgment; expertise
D: objective judgment; expertise",B: subjective judgment; legal disputes,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"60. The application of current US antitrust law

A: extends its long reach to block mergers that reduce competition.
B: reaches beyond the subjective judgments of antitrust regulators.
C: includes a wide arrange of anticompetitive practices.
D: includes a narrow range of anticompetitive practices.",C: includes a wide arrange of anticompetitive practices.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"61. The FTC and the Department of Justice guidelines state that, in the US market-driven economy, firms will be forbidden to

A: agree to rig bids or allocate lines of commerce.
B: agree to let the market set prevailing prices or output.
C: refuse to share customers, suppliers or territories.
D: refuse to share or divide markets.",A: agree to rig bids or allocate lines of commerce.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"62. Antitrust law includes specific rules against restrictive practices in particular because

A: they're effective in creating natural monopolies.
B: they're very disruptive and controversial practices.
C: their effects can reduce competition.
D: their specific contracts are complicated.",C: their effects can reduce competition.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"63. For the past two years, a cellphone manufacturer has been selling to a group of distributors, who then sell the products to retailers to sell to the general public. The firm has now informed its distributors that each of them must sell the cellphones for a minimum price the manufacturer has set. In these circumstances,

A: any resulting minimum resale price maintenance agreements will be illegal.
B: the purpose of this contract is to encourage competition between the distributors.
C: any resulting agreement to give dealers exclusive distribution rights is illegal.
D: these tie-in sales encourage competition between the manufacturer's distributors.",A: any resulting minimum resale price maintenance agreements will be illegal.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"64. Which of the following may be legal and even common practice in a market economy?

A: making the ability to buy one product conditional on also buying another
B: bundling several products together and selling them as a package
C: deterring new market entrants with short term predatory pricing
D: selling product for less than the average variable cost of producing same.",B: bundling several products together and selling them as a package,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"65. The most famous restrictive practices case of the last several decades involved a series of lawsuits by the U.S. government against Microsoft. These particular lawsuits were encouraged by

A: all of Microsoft's competitors.
B: U.S. consumers.
C: some of Microsoft’s competitors.
D: U.S. antitrust regulators.",C: some of Microsoft’s competitors.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
